sample,timestamp,tag_01,tag_02,tag_03,tag_04,tag_05,tag_06,tag_07,tag_08,tag_09,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20,tag_21,tag_22,tag_23,tag_24,tag_25,tag_26,tag_27,tag_28,tag_29,tag_30,tag_31,tag_32,tag_33,tag_34,tag_35,tag_36,tag_37,tag_38,tag_39,tag_40,tag_41,tag_42,tag_43,tag_44,tag_45,tag_46,tag_47,tag_48,tag_49,tag_50,tag_51,tag_52
1,2026-04-17T16:00:00,49.347,17.905,26.718,33.689,40.479,2712.5,3650.9,17.135,18.405,22.408,0.18529,0.091168,342.44,77.031,6.8861,13.728,32.311,4517.3,23.368,45.022,50.647,79.969,2.2629,1.6485,3109.6,42.476,54.485,94.662,9.4765,60.521,40.004,40.01,2641.1,63.119,23.936,46.422,0.33103,8.7445,26.758,120.4,1.0753,75.438,24.448,2.2558,53.782,4.8112,227.6,0.013915,0.82542,65.566,18.785,43.463
2,2026-04-17T16:03:00,51.775,17.841,26.731,33.689,40.543,2711.4,3671.7,17.808,18.405,22.223,0.18594,0.080112,341.8,76.961,6.8861,13.728,32.311,4490.9,23.092,50.643,50.104,79.803,2.2629,1.6485,3107.7,42.62,54.801,94.692,9.4124,61.661,38.406,39.362,2639.6,62.762,25.297,46.685,0.33635,8.7445,26.758,120.4,1.0753,75.13,24.448,2.2558,53.976,4.8112,225.56,0.028298,0.81353,65.528,18.785,44.265
3,2026-04-17T16:06:00,49.354,21.325,27.006,33.118,41.552,2712.4,3657.4,17.701,18.076,22.66,0.21468,0.080112,341.94,77.24,6.8403,13.795,31.96,4508.6,23.133,45.039,50.952,79.833,2.2503,1.7055,3108.6,42.319,54.042,94.632,9.4237,61.164,40.903,38.96,2641.9,63.02,24.686,46.22,0.3233,8.9049,26.364,120.41,1.1863,75.258,24.923,2.2474,53.976,4.7768,229.38,0.028298,0.81353,65.485,18.652,44.265
4,2026-04-17T16:09:00,50.142,21.427,27.452,33.118,40.798,2714.5,3645.8,15.357,18.076,23.098,0.21365,0.080112,341.98,77.587,6.8403,13.795,31.96,4458.3,24.106,46.863,50.043,80.045,2.2503,1.7055,3109.7,41.981,54.644,94.633,9.4373,61.214,38.228,38.376,2643.6,63.218,24.377,46.49,0.32809,8.9049,26.364,120.41,1.1863,75.212,24.923,2.2474,53.976,4.7768,224.96,0.028298,0.81353,65.454,18.652,44.265
5,2026-04-17T16:12:00,48.133,24.914,26.375,32.864,40.45,2715.9,3649.7,17.479,18.544,22.189,0.24709,0.080112,341.56,77.469,6.958,13.755,31.477,4529.4,23.205,42.213,48.537,80.176,2.2606,1.6439,3112.9,42.711,54.129,94.526,9.4426,62.556,33.795,39.287,2644.8,63.572,24.225,46.203,0.33456,8.9213,26.764,120.42,1.369,74.431,24.689,2.2508,53.976,4.7584,226.74,0.028298,0.81353,65.515,18.925,44.265
6,2026-04-17T16:15:00,51.195,24.728,26.896,32.864,41.451,2714.3,3702.0,19.148,18.544,22.182,0.24898,0.080112,341.62,77.116,6.958,13.755,31.477,4484.4,22.514,49.299,51.045,79.997,2.2606,1.6439,3112.8,42.389,54.668,94.539,9.437,62.292,41.175,39.249,2642.5,62.671,25.219,46.303,0.33486,8.9213,26.764,120.42,1.369,74.955,24.689,2.2508,53.976,4.7584,224.18,0.028298,0.81353,65.536,18.925,44.265
7,2026-04-17T16:18:00,50.735,29.664,26.963,32.795,41.191,2715.8,3628.3,19.261,18.347,22.586,0.30207,0.093973,341.79,77.121,6.8508,13.798,31.993,4474.9,22.473,48.234,49.609,79.863,2.2204,1.6591,3112.3,42.307,54.109,94.619,9.4282,60.001,36.95,38.652,2644.4,62.891,27.545,45.922,0.33045,8.9412,26.748,120.4,1.2129,75.369,24.234,2.2737,52.802,4.8967,223.33,0.014275,0.83075,65.475,18.601,43.221
8,2026-04-17T16:21:00,51.719,29.557,27.042,32.795,40.988,2716.7,3636.7,20.378,18.347,22.872,0.30316,0.093973,342.35,77.283,6.8508,13.798,31.993,4443.9,22.004,50.513,51.564,79.728,2.2204,1.6591,3112.1,42.399,54.48,94.656,9.2307,63.345,42.702,39.151,2646.3,62.746,25.979,45.562,0.32637,8.9412,26.748,120.4,1.2129,75.198,24.234,2.2737,52.802,4.8967,224.4,0.014275,0.83075,65.38,18.601,43.221
9,2026-04-17T16:24:00,48.669,25.366,26.554,32.945,40.971,2720.0,3680.0,16.785,18.525,22.817,0.25534,0.093973,342.52,77.599,6.6947,13.691,32.061,4536.2,23.496,43.453,51.368,80.132,2.2911,1.6737,3115.1,42.274,54.172,94.587,9.3622,61.629,42.125,39.553,2650.1,62.92,24.605,45.323,0.3319,8.9709,26.64,120.42,1.1498,75.684,24.681,2.2984,52.802,4.8308,224.09,0.014275,0.83075,65.391,18.689,43.221
10,2026-04-17T16:27:00,50.645,25.171,26.956,32.945,41.535,2718.1,3612.6,17.756,18.525,22.736,0.25732,0.093973,342.61,77.108,6.6947,13.691,32.061,4531.6,23.101,48.027,50.456,79.992,2.2911,1.6737,3114.5,42.335,54.228,94.507,9.3361,59.304,39.442,39.023,2647.6,64.079,24.986,45.136,0.33624,8.9709,26.64,120.42,1.1498,76.112,24.681,2.2984,52.802,4.8308,223.18,0.014275,0.83075,65.409,18.689,43.221
11,2026-04-17T16:30:00,47.437,24.76,27.267,33.013,40.571,2714.9,3708.4,20.692,18.364,22.5,0.25184,0.093973,342.19,76.774,6.9253,13.85,32.225,4525.1,21.884,40.603,50.179,79.717,2.2261,1.6493,3113.4,42.709,54.112,94.502,9.4579,61.352,38.626,37.748,2643.6,63.903,25.13,44.996,0.32229,8.7761,27.088,120.41,1.2802,74.293,24.524,2.1733,52.802,4.7659,221.8,0.014275,0.83075,65.368,18.37,43.221
12,2026-04-17T16:33:00,49.911,24.621,27.082,33.013,42.071,2713.4,3736.2,17.815,18.364,22.864,0.25325,0.11085,342.21,76.832,6.9253,13.85,32.225,4545.9,23.106,46.328,48.918,79.506,2.2261,1.6493,3108.7,42.905,53.863,94.484,9.4073,61.31,34.916,37.781,2643.2,63.425,25.57,45.152,0.32202,8.7761,27.088,120.4,1.2802,75.786,24.524,2.1733,53.301,4.7659,221.82,0.0061758,0.80687,65.211,18.37,44.778
13,2026-04-17T16:36:00,49.494,23.309,26.891,32.825,41.266,2712.4,3691.2,16.769,18.381,22.608,0.2357,0.11085,342.35,77.235,6.9511,13.716,31.99,4540.5,23.536,45.363,49.476,79.663,2.2519,1.6216,3109.0,42.438,54.75,94.616,9.3823,61.516,36.558,39.918,2642.6,62.244,23.107,45.127,0.33867,8.9829,26.817,120.39,1.25,74.934,23.957,2.2801,53.301,4.8363,221.29,0.0061758,0.80687,65.202,18.733,44.778
14,2026-04-17T16:39:00,50.75,23.249,26.759,32.825,41.776,2714.2,3661.5,19.498,18.381,22.696,0.23631,0.11085,341.93,77.268,6.9511,13.716,31.99,4540.0,22.381,48.269,49.245,79.906,2.2519,1.6216,3109.6,42.361,54.757,94.584,9.3473,61.728,35.879,39.841,2643.6,62.755,24.972,44.894,0.33931,8.9829,26.817,120.4,1.25,75.48,23.957,2.2801,53.301,4.8363,223.02,0.0061758,0.80687,65.199,18.733,44.778
15,2026-04-17T16:42:00,51.287,25.753,26.957,32.553,41.361,2713.9,3639.2,19.042,18.38,22.736,0.25793,0.11085,341.97,77.26,6.8927,13.801,32.051,4545.8,22.577,49.512,49.625,79.806,2.2512,1.6548,3109.9,42.505,53.837,94.586,9.3948,58.135,36.995,38.218,2642.9,62.86,25.16,44.802,0.32272,8.8575,26.869,120.39,1.3847,75.425,24.66,2.2331,53.301,4.8014,223.15,0.0061758,0.80687,65.233,18.744,44.778
16,2026-04-17T16:45:00,50.011,25.456,26.824,32.553,40.413,2714.7,3652.7,18.675,18.38,22.693,0.26095,0.11085,341.82,77.01,6.8927,13.801,32.051,4526.7,22.735,46.561,50.031,79.938,2.2512,1.6548,3110.4,42.169,54.065,94.669,9.3164,63.459,38.191,38.098,2643.9,62.628,24.996,44.847,0.32369,8.8575,26.869,120.4,1.3847,74.073,24.66,2.2331,53.301,4.8014,221.75,0.0061758,0.80687,65.256,18.744,44.778
