sample,timestamp,tag_01,tag_02,tag_03,tag_04,tag_05,tag_06,tag_07,tag_08,tag_09,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20,tag_21,tag_22,tag_23,tag_24,tag_25,tag_26,tag_27,tag_28,tag_29,tag_30,tag_31,tag_32,tag_33,tag_34,tag_35,tag_36,tag_37,tag_38,tag_39,tag_40,tag_41,tag_42,tag_43,tag_44,tag_45,tag_46,tag_47,tag_48,tag_49,tag_50,tag_51,tag_52
1,2026-04-13T05:00:00,48.905,24.4,27.172,32.812,40.115,2704.5,3683.0,17.272,18.578,22.144,0.24381,0.091256,341.3,77.187,6.975,13.797,32.071,4488.1,23.301,44.0,50.076,80.039,2.2773,1.6425,3103.1,42.048,54.2,94.706,9.2678,61.908,38.324,40.699,2633.2,63.825,25.968,47.532,0.3445,8.9916,26.16,120.4,1.2809,74.93,24.152,2.3533,53.353,4.8771,228.65,0.0094494,0.83138,65.745,18.983,44.185
2,2026-04-13T05:03:00,48.455,24.293,27.492,32.812,41.437,2703.7,3681.2,20.166,18.578,22.161,0.2449,0.11464,341.06,77.094,6.975,13.797,32.071,4531.1,22.087,42.958,50.692,80.046,2.2773,1.6425,3102.2,42.201,53.686,94.363,9.388,62.407,40.137,40.522,2632.6,63.855,25.598,47.336,0.34595,8.9916,26.16,120.38,1.2809,74.734,24.152,2.3533,54.257,4.8771,231.99,0.034841,0.83951,65.694,18.983,43.151
3,2026-04-13T05:06:00,47.534,25.808,26.758,32.71,40.805,2703.1,3648.4,17.258,18.837,22.017,0.26267,0.11464,341.49,77.444,6.7874,14.013,32.091,4470.0,23.309,40.826,49.314,79.935,2.2905,1.6372,3100.6,42.467,53.828,94.717,9.3487,60.653,36.081,39.751,2632.6,62.442,26.772,47.503,0.33443,8.9133,26.18,120.39,1.3718,75.04,23.759,2.1776,54.257,4.8557,229.61,0.034841,0.83951,65.671,18.605,43.151
4,2026-04-13T05:09:00,49.326,25.715,26.764,32.71,41.013,2705.5,3671.8,19.486,18.837,22.425,0.26361,0.11464,341.73,77.448,6.7874,14.013,32.091,4490.8,22.369,44.974,49.789,80.082,2.2905,1.6372,3101.1,41.946,53.579,94.466,9.3212,61.013,37.48,40.009,2634.3,62.04,28.334,47.446,0.33231,8.9133,26.18,120.4,1.3718,74.71,23.759,2.1776,54.257,4.8557,229.7,0.034841,0.83951,65.666,18.605,43.151
5,2026-04-13T05:12:00,49.605,25.606,27.05,32.705,40.91,2705.6,3697.0,18.77,18.179,22.25,0.26306,0.11464,341.58,77.126,7.1383,13.702,32.555,4561.4,22.675,45.619,49.765,80.123,2.2757,1.6788,3103.0,42.39,53.657,94.675,9.3168,62.831,37.407,42.824,2633.7,63.253,23.53,47.372,0.35767,8.8438,26.047,120.39,1.281,74.767,23.529,2.3354,54.257,4.8061,229.99,0.034841,0.83951,65.693,18.939,43.151
6,2026-04-13T05:15:00,50.085,25.725,26.914,32.705,41.726,2704.5,3686.9,19.396,18.179,22.236,0.26185,0.11464,341.88,77.17,7.1383,13.702,32.555,4516.9,22.418,46.732,50.476,79.98,2.2757,1.6788,3102.0,42.39,54.19,94.461,9.3357,60.055,39.5,42.476,2634.0,63.426,22.277,47.488,0.36053,8.8438,26.047,120.42,1.281,74.484,23.529,2.3354,54.257,4.8061,228.15,0.034841,0.83951,65.669,18.939,43.151
7,2026-04-13T05:18:00,49.722,20.971,26.671,32.686,40.267,2705.3,3561.8,15.201,18.514,22.392,0.2175,0.087415,341.91,77.424,6.8026,13.801,32.143,4486.0,24.176,45.891,48.856,80.041,2.3126,1.6484,3101.0,42.338,53.741,94.749,9.4324,59.421,34.732,38.607,2634.5,62.425,25.793,47.442,0.32442,8.9108,26.144,120.35,1.2439,74.816,24.287,2.3163,53.389,4.7881,230.48,-0.0021872,0.84316,65.641,18.652,42.892
8,2026-04-13T05:21:00,50.259,21.041,26.813,32.686,41.587,2706.8,3616.2,15.555,18.514,22.447,0.21679,0.087415,341.99,77.393,6.8026,13.801,32.143,4442.4,24.029,47.135,49.235,80.029,2.3126,1.6484,3101.9,42.237,54.262,94.717,9.3064,62.306,35.85,37.991,2635.2,61.488,24.778,47.351,0.32947,8.9108,26.144,120.42,1.2439,73.964,24.287,2.3163,53.389,4.7881,231.98,-0.0021872,0.84316,65.67,18.652,42.892
9,2026-04-13T05:24:00,51.082,24.73,26.992,32.991,40.282,2708.0,3667.9,17.198,18.804,22.272,0.25569,0.087415,341.8,77.408,6.7419,13.794,32.646,4549.9,23.337,49.037,48.804,80.035,2.2692,1.6917,3106.8,42.585,53.678,94.725,9.3443,62.471,34.579,40.058,2636.1,63.46,25.236,47.48,0.3333,8.9481,26.499,120.37,1.347,74.85,24.216,2.3215,53.389,4.9036,231.0,-0.0021872,0.84316,65.664,18.657,42.892
10,2026-04-13T05:27:00,51.703,24.905,27.033,32.991,41.881,2709.5,3692.2,18.971,18.804,22.415,0.25391,0.087415,341.75,77.494,6.7419,13.794,32.646,4543.6,22.584,50.476,51.071,80.094,2.2692,1.6917,3107.5,42.17,53.754,94.523,9.4065,62.656,41.253,39.781,2639.0,63.042,26.365,47.519,0.33557,8.9481,26.499,120.45,1.347,74.157,24.216,2.3215,53.389,4.9036,231.05,-0.0021872,0.84316,65.666,18.657,42.892
