sample,timestamp,tag_01,tag_02,tag_03,tag_04,tag_05,tag_06,tag_07,tag_08,tag_09,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20,tag_21,tag_22,tag_23,tag_24,tag_25,tag_26,tag_27,tag_28,tag_29,tag_30,tag_31,tag_32,tag_33,tag_34,tag_35,tag_36,tag_37,tag_38,tag_39,tag_40,tag_41,tag_42,tag_43,tag_44,tag_45,tag_46,tag_47,tag_48,tag_49,tag_50,tag_51,tag_52
1,2026-04-25T07:00:00,51.186,20.94,26.683,32.876,42.293,2710.2,3671.5,18.867,18.535,22.47,0.21027,0.11453,341.89,77.261,6.9178,13.922,32.026,4556.7,22.615,49.279,49.382,80.141,2.2645,1.6527,3106.0,42.274,54.299,94.519,9.4193,63.141,36.28,40.476,2639.6,63.753,23.33,45.724,0.33719,8.7903,26.6,120.41,1.0698,75.117,24.319,2.2599,53.56,4.8043,224.05,0.031136,0.85327,65.515,18.593,44.618
2,2026-04-25T07:03:00,48.547,25.277,26.972,33.051,41.135,2707.7,3643.1,21.0,18.527,22.456,0.25602,0.11453,341.95,77.075,6.8504,13.8,32.089,4496.1,21.73,43.171,50.306,79.954,2.2604,1.6475,3104.0,42.255,54.735,94.586,9.242,63.567,39.001,41.41,2637.0,63.147,24.699,45.483,0.35199,8.8726,26.38,120.38,1.418,74.927,23.923,2.2808,53.56,4.836,225.22,0.031136,0.85327,65.491,18.895,44.618
3,2026-04-25T07:06:00,49.347,25.305,26.934,33.051,40.943,2705.8,3687.7,19.698,18.527,22.197,0.25574,0.11453,341.83,76.69,6.8504,13.8,32.089,4551.1,22.303,45.024,50.791,79.625,2.2604,1.6475,3102.5,42.546,54.076,94.618,9.3751,63.971,40.429,41.615,2633.8,62.378,25.885,45.522,0.35031,8.8726,26.38,120.39,1.418,75.241,23.923,2.2808,53.56,4.836,223.31,0.031136,0.85327,65.395,18.895,44.618
4,2026-04-25T07:09:00,49.307,24.697,26.991,32.94,40.129,2706.9,3662.8,19.343,18.472,22.633,0.25234,0.09261,341.89,77.412,6.8574,13.794,32.361,4489.7,22.44,44.93,51.348,79.766,2.2163,1.6179,3103.4,42.678,54.075,94.713,9.4157,60.485,42.068,40.099,2636.1,63.397,26.678,46.031,0.33635,8.8306,26.347,120.4,1.3036,74.75,23.844,2.2055,53.665,4.8274,224.48,0.029129,0.81955,65.308,18.888,43.96
5,2026-04-25T07:12:00,50.523,24.494,27.115,32.94,41.588,2711.0,3678.0,18.955,18.472,22.688,0.2544,0.09261,341.78,77.787,6.8574,13.794,32.361,4457.7,22.583,47.745,50.822,80.147,2.2163,1.6179,3106.5,42.271,54.458,94.471,9.3542,60.192,40.518,40.021,2640.2,63.136,25.976,46.014,0.33699,8.8306,26.347,120.4,1.3036,75.259,23.844,2.2055,53.665,4.8274,226.79,0.029129,0.81955,65.346,18.888,43.96
6,2026-04-25T07:15:00,47.793,22.1,27.151,33.165,41.018,2712.7,3694.5,17.956,18.377,22.783,0.22542,0.09261,341.54,77.831,6.9285,13.922,31.969,4483.5,22.986,41.427,49.417,80.404,2.2196,1.6437,3108.7,42.477,54.149,94.503,9.3483,62.556,36.384,39.893,2641.8,62.816,26.008,46.186,0.3364,8.9159,26.753,120.39,1.1508,74.964,24.179,2.2707,53.665,4.7624,226.88,0.029129,0.81955,65.484,19.056,43.96
7,2026-04-25T07:18:00,50.599,22.178,26.865,33.165,41.723,2710.5,3653.3,19.981,18.377,22.173,0.22462,0.09261,341.52,77.31,6.9285,13.922,31.969,4486.7,22.146,47.92,51.222,80.313,2.2196,1.6437,3107.9,42.277,54.11,94.545,9.3379,61.239,41.697,39.458,2640.1,63.524,25.715,46.458,0.33997,8.9159,26.753,120.41,1.1508,75.073,24.179,2.2707,53.665,4.7624,225.81,0.029129,0.81955,65.58,19.056,43.96
8,2026-04-25T07:21:00,52.501,25.937,26.837,32.842,40.537,2706.3,3659.0,19.08,18.913,21.769,0.26281,0.09261,341.21,77.003,7.0849,13.582,31.703,4522.5,22.544,52.322,48.823,79.863,2.258,1.6671,3103.2,42.109,53.234,94.592,9.361,58.944,34.637,41.603,2633.6,62.794,24.841,46.576,0.35095,8.8868,26.339,120.39,1.3317,75.192,24.441,2.3464,53.665,4.8543,226.51,0.029129,0.81955,65.579,18.483,43.96
9,2026-04-25T07:24:00,50.38,26.177,26.885,32.842,40.929,2705.1,3663.3,17.8,18.913,22.261,0.26037,0.10993,341.38,77.397,7.0849,13.582,31.703,4498.8,23.081,47.415,50.559,79.78,2.258,1.6671,3102.8,41.991,53.518,94.724,9.3562,61.242,39.744,41.805,2633.4,62.719,24.747,45.776,0.34929,8.8868,26.339,120.4,1.3317,75.42,24.441,2.3464,54.616,4.8543,227.93,0.021574,0.82968,65.469,18.483,44.166
10,2026-04-25T07:27:00,51.355,28.877,26.908,32.703,40.953,2707.8,3578.6,18.694,18.373,22.258,0.29171,0.10993,342.16,77.011,6.9206,13.618,31.923,4589.5,22.72,49.671,50.228,79.858,2.2692,1.6823,3105.3,42.337,53.842,94.688,9.3292,61.975,38.77,37.064,2636.1,62.686,24.176,45.775,0.3127,9.0686,26.193,120.37,1.1854,74.307,24.027,2.2972,54.616,4.9647,225.83,0.021574,0.82968,65.457,18.695,44.166
