sample,timestamp,tag_01,tag_02,tag_03,tag_04,tag_05,tag_06,tag_07,tag_08,tag_09,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20,tag_21,tag_22,tag_23,tag_24,tag_25,tag_26,tag_27,tag_28,tag_29,tag_30,tag_31,tag_32,tag_33,tag_34,tag_35,tag_36,tag_37,tag_38,tag_39,tag_40,tag_41,tag_42,tag_43,tag_44,tag_45,tag_46,tag_47,tag_48,tag_49,tag_50,tag_51,tag_52
1,2026-04-07T13:00:00,51.571,26.151,26.476,33.164,40.779,2704.2,3679.5,21.014,18.947,22.231,0.26212,0.10698,340.78,77.318,6.9957,13.872,32.392,4538.3,21.74,50.169,51.102,80.199,2.2445,1.6558,3100.0,42.446,53.242,94.724,9.2487,61.088,41.343,38.673,2632.9,62.736,25.105,45.871,0.32368,8.8351,26.344,120.4,1.4076,75.976,23.66,2.3571,53.511,4.8805,221.68,0.0074736,0.83604,65.487,18.5,43.623
2,2026-04-07T13:03:00,49.742,22.568,27.027,33.015,41.063,2702.4,3641.2,18.119,18.543,22.207,0.233,0.10698,340.49,77.234,6.9099,13.905,32.678,4551.3,22.957,45.938,48.277,80.191,2.2683,1.6389,3100.2,42.318,54.36,94.687,9.232,62.013,33.028,39.832,2631.0,62.506,26.093,45.623,0.33517,8.7912,26.76,120.39,1.219,74.824,23.906,2.3727,53.511,4.8272,223.64,0.0074736,0.83604,65.512,18.761,43.623
3,2026-04-07T13:06:00,48.008,22.759,26.705,33.015,40.437,2702.2,3622.7,18.582,18.543,21.805,0.23105,0.08839,340.31,77.358,6.9099,13.905,32.678,4546.1,22.759,41.923,51.021,80.213,2.2683,1.6389,3099.8,42.079,54.423,94.636,9.2551,61.842,41.105,39.707,2630.6,62.824,23.804,45.631,0.3362,8.7912,26.76,120.38,1.219,74.807,23.906,2.3727,53.283,4.8272,224.28,0.027388,0.85309,65.502,18.761,44.248
4,2026-04-07T13:09:00,50.37,19.65,26.996,33.153,41.0,2700.3,3658.3,21.044,18.609,22.021,0.20009,0.08839,340.18,76.926,6.9544,13.899,31.804,4541.0,21.735,47.39,51.064,80.197,2.2661,1.6654,3097.8,42.297,53.867,94.854,9.3376,61.926,41.231,40.225,2629.3,62.898,25.766,45.71,0.33989,8.9569,25.902,120.41,1.3443,75.193,24.04,2.3055,53.283,4.8146,223.27,0.027388,0.85309,65.514,19.304,44.248
5,2026-04-07T13:12:00,51.319,19.757,26.861,33.153,40.516,2696.0,3667.2,18.33,18.609,21.597,0.19901,0.08839,339.43,77.144,6.9544,13.899,31.804,4592.0,22.884,49.586,50.617,79.898,2.2661,1.6654,3095.6,42.295,53.257,94.764,9.3117,61.16,39.915,40.292,2624.1,62.745,24.539,45.713,0.33934,8.9569,25.902,120.38,1.3443,74.697,24.04,2.3055,53.283,4.8146,223.12,0.027388,0.85309,65.499,19.304,44.248
6,2026-04-07T13:15:00,49.881,27.808,26.69,32.686,40.78,2699.6,3644.9,17.792,18.66,21.742,0.28504,0.08839,339.52,77.075,6.9284,14.0,32.058,4426.6,23.112,46.258,49.401,80.142,2.2834,1.6625,3097.6,42.173,53.86,94.863,9.2189,61.92,36.336,40.135,2627.3,62.691,25.686,45.76,0.34022,8.8784,25.911,120.42,1.3499,74.979,23.685,2.2253,53.283,4.8715,222.5,0.027388,0.85309,65.427,18.668,44.248
7,2026-04-07T13:18:00,50.597,27.87,26.846,32.686,39.972,2699.2,3641.7,17.62,18.66,21.776,0.28441,0.08839,339.52,77.27,6.9284,14.0,32.058,4469.6,23.18,47.916,51.912,80.168,2.2834,1.6625,3097.3,42.327,53.346,94.67,9.2678,60.179,43.726,40.451,2627.8,62.746,26.706,45.723,0.33763,8.8784,25.911,120.4,1.3499,75.532,23.685,2.2253,53.283,4.8715,222.82,0.027388,0.85309,65.467,18.668,44.248
8,2026-04-07T13:21:00,50.593,25.738,26.793,32.939,41.846,2699.4,3621.7,18.839,19.002,21.749,0.2624,0.10433,339.63,77.123,7.0312,13.856,32.227,4531.4,22.675,47.907,49.961,80.147,2.307,1.6831,3098.0,42.191,54.13,94.763,9.2442,59.249,37.986,41.734,2627.4,63.263,25.291,46.056,0.35089,9.0099,26.273,120.42,1.4996,75.122,23.7,2.3143,53.587,4.8596,224.04,0.026441,0.86898,65.476,18.406,43.537
9,2026-04-07T13:24:00,49.365,25.951,26.983,32.939,40.227,2699.0,3656.7,19.866,19.002,21.541,0.26024,0.10433,339.28,77.408,7.0312,13.856,32.227,4525.2,22.233,45.064,51.391,80.196,2.307,1.6831,3098.1,42.189,54.205,94.671,9.354,60.204,42.194,42.186,2626.9,62.659,24.839,46.072,0.34719,9.0099,26.273,120.38,1.4996,74.17,23.7,2.3143,53.587,4.8596,225.93,0.026441,0.86898,65.518,18.406,43.537
10,2026-04-07T13:27:00,50.751,24.274,26.744,32.951,41.12,2700.9,3599.5,19.055,19.11,21.898,0.24551,0.10433,339.72,77.045,6.9017,14.048,31.856,4566.8,22.582,48.272,49.658,80.273,2.315,1.6706,3099.1,42.391,54.391,94.843,9.2657,61.507,37.094,40.127,2629.7,62.65,25.509,46.188,0.3337,8.8167,25.997,120.41,1.3465,74.807,23.887,2.4224,53.587,4.9165,226.67,0.026441,0.86898,65.544,18.441,43.537
