sample,timestamp,tag_01,tag_02,tag_03,tag_04,tag_05,tag_06,tag_07,tag_08,tag_09,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20,tag_21,tag_22,tag_23,tag_24,tag_25,tag_26,tag_27,tag_28,tag_29,tag_30,tag_31,tag_32,tag_33,tag_34,tag_35,tag_36,tag_37,tag_38,tag_39,tag_40,tag_41,tag_42,tag_43,tag_44,tag_45,tag_46,tag_47,tag_48,tag_49,tag_50,tag_51,tag_52
1,2026-04-22T16:00:00,49.1,23.921,26.865,33.319,40.729,2705.7,3668.8,21.829,18.894,22.166,0.24423,0.11646,341.61,77.325,6.9821,13.996,32.118,4503.4,21.384,44.452,49.125,80.275,2.301,1.647,3103.2,42.371,53.499,94.634,9.3421,60.43,35.526,36.976,2634.7,63.309,23.996,47.353,0.30971,8.8943,25.905,120.39,1.1395,74.589,23.408,2.3653,53.238,4.8652,229.69,0.019529,0.821,65.785,19.228,43.708
2,2026-04-22T16:03:00,50.3,23.974,26.859,33.319,41.065,2704.5,3653.7,19.878,18.894,21.97,0.24369,0.11646,341.2,77.205,6.9821,13.996,32.118,4499.5,22.215,47.229,49.73,80.087,2.301,1.647,3102.5,42.519,53.546,94.627,9.4339,59.333,37.305,36.75,2633.6,63.569,24.15,47.176,0.31156,8.8943,25.905,120.42,1.1395,74.773,23.408,2.3653,53.238,4.8652,230.81,0.019529,0.821,65.775,19.228,43.708
3,2026-04-22T16:06:00,50.521,25.484,27.081,32.813,40.523,2704.1,3646.3,17.308,18.486,22.305,0.26152,0.11646,341.07,77.685,6.9563,13.709,32.076,4451.5,23.28,47.74,50.305,80.165,2.256,1.6859,3102.1,41.994,53.547,94.628,9.249,62.344,38.997,41.97,2632.7,62.401,25.567,47.229,0.35536,8.8999,26.783,120.39,1.2587,75.128,23.336,2.2839,53.238,4.8392,229.37,0.019529,0.821,65.745,18.759,43.708
4,2026-04-22T16:09:00,51.683,25.465,26.968,32.813,40.701,2705.9,3623.5,20.264,18.486,22.504,0.26171,0.11646,341.4,77.507,6.9563,13.709,32.076,4427.3,22.033,50.428,49.978,80.361,2.256,1.6859,3101.7,42.437,53.836,94.681,9.4126,60.511,38.034,41.971,2634.6,62.793,25.46,47.006,0.35536,8.8999,26.783,120.41,1.2587,75.188,23.336,2.2839,53.238,4.8392,231.0,0.019529,0.821,65.783,18.759,43.708
5,2026-04-22T16:12:00,51.669,25.904,26.717,32.937,40.675,2705.1,3658.9,19.551,18.472,22.129,0.26709,0.11646,341.84,76.829,6.8388,13.819,32.146,4538.1,22.354,50.395,49.3,80.139,2.301,1.6543,3102.2,42.952,53.624,94.733,9.2984,63.327,36.039,38.211,2633.3,62.329,25.157,47.065,0.32353,8.9629,25.955,120.38,1.2786,74.341,23.929,2.2966,53.238,4.868,229.44,0.019529,0.821,65.772,18.535,43.708
6,2026-04-22T16:15:00,50.019,26.024,26.879,32.937,41.447,2703.1,3667.1,16.815,18.472,21.897,0.26587,0.089982,341.73,76.859,6.8388,13.819,32.146,4515.5,23.517,46.579,50.027,79.785,2.301,1.6543,3101.4,42.247,53.895,94.703,9.4487,59.355,38.178,38.55,2631.2,62.186,27.212,46.939,0.32076,8.9629,25.955,120.43,1.2786,75.204,23.929,2.2966,52.589,4.868,227.57,0.016353,0.83636,65.673,18.535,43.697
7,2026-04-22T16:18:00,50.688,25.614,26.376,32.563,41.062,2705.9,3654.9,16.624,18.114,22.229,0.25814,0.089982,341.87,77.609,6.7698,14.035,31.75,4527.1,23.578,48.127,50.645,79.987,2.2669,1.6818,3101.5,42.386,54.328,94.8,9.312,61.857,39.998,39.387,2634.2,63.412,24.796,46.77,0.33744,9.0276,25.793,120.39,1.3737,74.811,23.717,2.3328,52.589,4.8176,227.63,0.016353,0.83636,65.587,18.945,43.697
8,2026-04-22T16:21:00,51.248,25.409,26.791,32.563,41.074,2707.3,3658.6,19.918,18.114,22.084,0.26022,0.089982,341.77,77.594,6.7698,14.035,31.75,4516.3,22.183,49.423,49.784,80.242,2.2669,1.6818,3105.4,42.211,54.456,94.507,9.3082,63.578,37.464,39.402,2636.3,63.35,23.82,46.494,0.33731,9.0276,25.793,120.44,1.3737,75.074,23.717,2.3328,52.589,4.8176,228.81,0.016353,0.83636,65.616,18.945,43.697
9,2026-04-22T16:24:00,49.96,29.537,27.133,32.754,41.218,2707.8,3731.9,17.387,18.356,22.003,0.29996,0.089982,341.71,77.255,6.909,13.956,32.472,4471.3,23.251,46.442,50.932,80.227,2.2469,1.6578,3106.4,42.12,53.994,94.535,9.3385,60.539,40.843,42.778,2636.5,62.768,24.71,46.635,0.35821,8.8925,25.988,120.4,1.2821,75.431,23.878,2.2741,52.589,4.8105,225.31,0.016353,0.83636,65.663,18.608,43.697
10,2026-04-22T16:27:00,49.224,29.487,27.091,32.754,41.57,2707.3,3685.9,17.981,18.356,22.445,0.30047,0.089982,342.22,77.155,6.909,13.956,32.472,4486.2,23.007,44.738,49.726,80.154,2.2469,1.6578,3104.1,42.55,53.816,94.357,9.3506,63.452,37.294,42.681,2636.1,63.558,23.679,46.467,0.35901,8.8925,25.988,120.41,1.2821,74.657,23.878,2.2741,52.589,4.8105,225.3,0.016353,0.83636,65.652,18.608,43.697
11,2026-04-22T16:30:00,49.029,22.612,27.094,33.134,40.812,2704.1,3628.7,20.98,18.734,22.321,0.23217,0.09495,341.86,77.291,6.6889,13.817,32.107,4515.7,21.741,44.287,50.447,80.028,2.235,1.6433,3100.9,42.696,54.291,94.561,9.3426,62.379,39.415,41.883,2632.4,63.362,26.928,46.493,0.35029,8.834,25.603,120.4,1.2264,75.378,23.63,2.2769,53.057,4.8553,227.4,0.028913,0.8375,65.612,18.996,44.455
12,2026-04-22T16:33:00,49.84,22.738,26.808,33.134,41.121,2703.1,3634.3,20.634,18.734,22.134,0.23089,0.09495,341.8,76.935,6.6889,13.817,32.107,4519.9,21.902,46.164,49.614,79.972,2.235,1.6433,3099.7,42.191,54.241,94.602,9.2056,62.612,36.965,41.782,2631.6,63.265,25.339,46.601,0.35113,8.834,25.603,120.4,1.2264,74.8,23.63,2.2769,53.057,4.8553,226.19,0.028913,0.8375,65.573,18.996,44.455
13,2026-04-22T16:36:00,49.477,26.074,27.091,33.074,41.768,2703.6,3707.3,18.212,18.37,22.179,0.26546,0.09495,342.01,77.335,6.8887,13.878,32.093,4490.1,22.915,45.323,49.453,79.983,2.2987,1.7041,3101.3,42.965,53.642,94.523,9.4663,59.366,36.49,40.487,2632.2,64.018,24.911,46.477,0.33191,8.7829,26.018,120.43,1.0744,73.393,23.85,2.2615,53.057,4.9045,227.6,0.028913,0.8375,65.548,19.265,44.455
14,2026-04-22T16:39:00,51.377,25.921,26.875,33.074,41.116,2702.9,3732.3,17.215,18.37,22.126,0.26702,0.09495,341.73,77.139,6.8887,13.878,32.093,4476.3,23.345,49.72,47.809,79.948,2.2987,1.7041,3101.2,42.551,53.807,94.451,9.4453,62.745,31.652,40.077,2631.6,63.587,26.723,46.568,0.33528,8.7829,26.018,120.4,1.0744,74.54,23.85,2.2615,53.057,4.9045,226.59,0.028913,0.8375,65.527,19.265,44.455
15,2026-04-22T16:42:00,49.665,26.403,26.874,33.015,41.573,2703.7,3671.4,16.13,18.935,22.386,0.26673,0.09495,342.29,77.272,6.8877,13.807,32.71,4456.8,23.794,45.758,50.11,80.153,2.2972,1.6906,3100.8,42.335,53.321,94.476,9.4876,57.778,38.422,40.531,2633.7,62.971,25.541,46.656,0.34525,8.7997,26.177,120.4,1.4048,74.866,23.826,2.2595,53.057,4.8159,225.62,0.028913,0.8375,65.553,18.555,44.455
16,2026-04-22T16:45:00,50.182,26.373,26.876,33.015,41.404,2705.6,3662.7,16.297,18.935,22.588,0.26703,0.098449,342.18,77.499,6.8877,13.807,32.71,4445.7,23.71,46.955,49.241,80.273,2.2972,1.6906,3101.3,42.186,53.452,94.52,9.3777,61.102,35.868,40.939,2634.2,63.122,25.555,46.666,0.34191,8.7997,26.177,120.41,1.4048,74.731,23.826,2.2595,53.571,4.8159,225.82,0.037327,0.82186,65.603,18.555,43.613
17,2026-04-22T16:48:00,50.211,20.206,27.223,33.308,40.543,2703.5,3666.3,16.753,18.732,22.441,0.20595,0.098449,342.42,77.239,6.8329,13.913,32.191,4525.0,23.522,47.023,49.288,80.171,2.2792,1.6831,3100.6,42.347,54.223,94.596,9.2811,62.341,36.006,40.195,2631.3,63.061,24.687,46.543,0.33277,8.9398,26.592,120.38,1.2437,75.034,24.315,2.3165,53.571,4.8526,227.29,0.037327,0.82186,65.632,18.814,43.613
18,2026-04-22T16:51:00,49.124,20.328,27.063,33.308,41.617,2704.1,3655.9,19.53,18.732,22.648,0.20472,0.098449,341.92,77.223,6.8329,13.913,32.191,4535.8,22.351,44.506,49.416,80.223,2.2792,1.6831,3099.8,41.938,54.094,94.585,9.5342,59.994,36.383,39.932,2633.4,63.241,23.904,46.672,0.33493,8.9398,26.592,120.41,1.2437,75.052,24.315,2.3165,53.571,4.8526,225.96,0.037327,0.82186,65.66,18.814,43.613
19,2026-04-22T16:54:00,49.552,25.055,26.463,33.223,41.014,2703.7,3672.4,21.033,18.86,22.486,0.25147,0.098449,342.45,77.334,7.0778,13.677,32.022,4510.3,21.714,45.498,49.579,80.107,2.2261,1.6541,3099.0,42.201,53.78,94.66,9.5111,60.222,36.861,41.155,2632.7,63.458,23.553,46.576,0.34848,9.1197,26.518,120.4,1.1378,75.389,23.81,2.3977,53.571,4.8613,227.14,0.037327,0.82186,65.657,18.681,43.613
20,2026-04-22T16:57:00,50.48,25.039,26.832,33.223,41.591,2704.3,3676.0,19.517,18.86,22.195,0.25163,0.098449,342.35,77.619,7.0778,13.677,32.022,4508.6,22.343,47.645,49.184,80.203,2.2261,1.6541,3100.8,42.561,53.801,94.51,9.4173,61.184,35.698,41.331,2633.5,63.397,23.887,46.532,0.34704,9.1197,26.518,120.39,1.1378,75.284,23.81,2.3977,53.571,4.8613,227.77,0.037327,0.82186,65.591,18.681,43.613
