sample,timestamp,tag_01,tag_02,tag_03,tag_04,tag_05,tag_06,tag_07,tag_08,tag_09,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20,tag_21,tag_22,tag_23,tag_24,tag_25,tag_26,tag_27,tag_28,tag_29,tag_30,tag_31,tag_32,tag_33,tag_34,tag_35,tag_36,tag_37,tag_38,tag_39,tag_40,tag_41,tag_42,tag_43,tag_44,tag_45,tag_46,tag_47,tag_48,tag_49,tag_50,tag_51,tag_52
1,2026-04-13T17:00:00,49.482,24.352,26.769,32.861,41.451,2709.5,3681.0,21.54,18.405,22.689,0.24428,0.10704,343.13,77.444,6.8996,13.902,32.097,4519.9,21.487,45.334,48.416,80.247,2.254,1.6566,3105.0,42.725,53.783,94.501,9.2879,62.775,33.437,40.333,2638.5,63.071,27.331,47.844,0.34526,8.8961,26.281,120.39,1.4008,74.538,23.992,2.351,53.823,4.7766,230.4,0.018505,0.83305,65.759,18.385,43.017
2,2026-04-13T17:03:00,50.857,26.583,26.802,32.691,42.156,2707.0,3677.6,16.931,18.02,22.485,0.26948,0.10704,343.03,77.403,6.7927,14.046,32.24,4572.0,23.435,48.517,51.511,79.946,2.2752,1.6007,3103.1,42.599,54.068,94.518,9.251,61.093,42.547,41.313,2636.2,62.826,27.471,47.869,0.34839,8.9562,26.469,120.42,1.1633,75.566,23.802,2.2744,53.823,4.9025,231.32,0.018505,0.83305,65.785,18.884,43.017
3,2026-04-13T17:06:00,49.221,26.451,26.704,32.691,40.655,2709.3,3679.1,19.398,18.02,22.571,0.27082,0.10704,343.37,77.221,6.7927,14.046,32.24,4521.2,22.399,44.73,49.434,80.061,2.2752,1.6007,3104.6,42.335,54.676,94.477,9.2922,60.427,36.435,40.976,2638.3,62.802,26.056,47.956,0.35115,8.9562,26.469,120.39,1.1633,74.852,23.802,2.2744,53.823,4.9025,231.57,0.018505,0.83305,65.76,18.884,43.017
4,2026-04-13T17:09:00,48.902,25.18,27.149,33.468,41.605,2705.4,3699.0,18.962,18.064,22.412,0.25654,0.10704,343.25,77.103,7.0409,13.746,32.44,4499.8,22.594,43.992,51.367,79.844,2.2656,1.6455,3101.9,42.428,53.733,94.654,9.352,61.052,42.124,43.206,2633.9,63.431,25.014,48.153,0.36628,8.8777,26.266,120.4,1.245,75.032,24.37,2.2719,53.823,4.9124,230.59,0.018505,0.83305,65.751,18.774,43.017
5,2026-04-13T17:12:00,49.781,25.132,26.931,33.468,41.003,2706.0,3691.6,20.558,18.064,22.46,0.25703,0.10704,343.23,77.519,7.0409,13.746,32.44,4526.7,21.912,46.027,52.229,79.899,2.2656,1.6455,3101.1,42.443,53.411,94.426,9.3843,61.193,44.659,43.301,2635.1,63.558,25.54,48.251,0.3655,8.8777,26.266,120.4,1.245,74.894,24.37,2.2719,53.823,4.9124,230.75,0.018505,0.83305,65.692,18.774,43.017
6,2026-04-13T17:15:00,51.012,23.049,27.018,32.797,41.617,2708.7,3645.3,18.606,18.532,23.072,0.23647,0.090357,343.11,77.841,6.9756,13.795,32.525,4516.5,22.716,48.876,49.59,80.224,2.2183,1.6452,3102.1,42.353,53.794,94.698,9.323,60.353,36.893,39.195,2638.1,62.144,25.438,48.086,0.33428,8.9968,26.285,120.39,1.2569,75.582,23.915,2.3464,55.106,4.7436,230.41,0.013991,0.81683,65.749,18.509,43.672
7,2026-04-13T17:18:00,49.808,23.353,27.439,32.797,40.611,2708.0,3639.6,17.552,18.532,23.062,0.23338,0.090357,342.61,77.32,6.9756,13.795,32.525,4520.4,23.163,46.089,49.291,80.313,2.2183,1.6452,3103.5,42.373,53.747,94.436,9.3342,63.453,36.015,39.782,2638.1,62.241,26.022,47.885,0.32947,8.9968,26.285,120.38,1.2569,74.647,23.915,2.3464,55.106,4.7436,232.32,0.013991,0.81683,65.867,18.509,43.672
8,2026-04-13T17:21:00,49.085,21.963,27.125,33.182,40.371,2707.2,3671.7,20.032,18.687,22.499,0.22497,0.090357,342.94,77.198,7.0229,13.811,32.606,4541.1,22.124,44.417,50.973,80.07,2.2341,1.6526,3102.1,42.256,54.174,94.916,9.4257,61.285,40.964,40.066,2635.8,62.144,24.667,47.955,0.33725,8.9444,26.6,120.38,1.1337,74.376,23.983,2.2596,55.106,4.8951,231.21,0.013991,0.81683,65.868,18.894,43.672
9,2026-04-13T17:24:00,51.105,21.848,26.957,33.182,41.184,2705.1,3637.8,18.848,18.687,22.719,0.22614,0.090357,343.09,77.186,7.0229,13.811,32.606,4520.1,22.632,49.092,50.111,79.901,2.2341,1.6526,3100.0,41.907,54.425,94.552,9.4364,61.061,38.427,40.231,2635.1,62.727,24.941,47.925,0.3359,8.9444,26.6,120.39,1.1337,74.756,23.983,2.2596,55.106,4.8951,231.3,0.013991,0.81683,65.832,18.894,43.672
10,2026-04-13T17:27:00,48.993,20.901,26.632,33.11,41.181,2706.1,3578.7,18.927,18.247,22.674,0.21222,0.090357,342.75,77.069,6.8936,13.819,31.989,4485.4,22.604,44.203,50.685,79.95,2.2803,1.6682,3100.2,42.479,53.906,94.836,9.4489,61.815,40.116,39.788,2635.2,63.218,24.46,47.913,0.34266,9.0608,26.416,120.38,1.4098,75.052,23.897,2.2732,55.106,4.8979,231.18,0.013991,0.81683,65.788,18.774,43.672
