sample,timestamp,tag_01,tag_02,tag_03,tag_04,tag_05,tag_06,tag_07,tag_08,tag_09,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20,tag_21,tag_22,tag_23,tag_24,tag_25,tag_26,tag_27,tag_28,tag_29,tag_30,tag_31,tag_32,tag_33,tag_34,tag_35,tag_36,tag_37,tag_38,tag_39,tag_40,tag_41,tag_42,tag_43,tag_44,tag_45,tag_46,tag_47,tag_48,tag_49,tag_50,tag_51,tag_52
1,2026-04-14T01:00:00,49.282,31.03,26.647,32.663,40.565,2705.3,3676.1,20.39,18.33,22.185,0.31417,0.09572,341.1,77.553,6.9474,13.876,31.916,4487.9,21.99,44.873,51.2,80.403,2.2889,1.7076,3102.7,42.317,53.719,94.466,9.3303,61.317,41.632,37.912,2634.8,63.284,24.885,49.555,0.32261,8.8702,26.372,120.42,1.0189,74.476,24.124,2.2542,53.247,4.864,235.11,0.0013832,0.82932,66.157,18.834,44.177
2,2026-04-14T01:03:00,49.161,28.131,26.782,32.792,40.952,2703.3,3653.1,18.886,18.771,22.123,0.28334,0.09572,341.5,77.051,7.0134,13.867,31.698,4474.7,22.642,44.593,52.157,80.145,2.2861,1.6975,3100.0,42.848,54.102,94.568,9.4018,60.254,44.448,39.985,2632.1,62.669,25.788,49.137,0.34187,8.8923,26.571,120.4,1.421,74.343,23.634,2.3177,53.247,4.8748,238.56,0.0013832,0.82932,66.13,18.989,44.177
3,2026-04-14T01:06:00,49.125,27.915,26.709,32.792,40.384,2700.9,3646.7,16.701,18.771,22.021,0.28555,0.09572,341.27,77.192,7.0134,13.867,31.698,4493.6,23.567,44.51,49.507,79.874,2.2861,1.6975,3098.2,42.263,53.876,94.683,9.4261,61.715,36.648,40.063,2629.7,62.781,25.644,49.39,0.34123,8.8923,26.571,120.38,1.421,75.116,23.634,2.3177,53.247,4.8748,234.55,0.0013832,0.82932,66.038,18.989,44.177
4,2026-04-14T01:09:00,51.936,30.489,26.919,32.646,41.046,2704.6,3633.9,18.437,18.404,22.801,0.30945,0.09572,342.06,77.213,6.8916,13.977,32.298,4495.3,22.832,51.014,49.307,80.128,2.2932,1.6551,3100.7,42.164,53.452,94.639,9.4757,61.071,36.061,40.54,2633.7,62.329,24.69,49.091,0.33588,8.9024,25.871,120.39,1.3903,74.788,24.332,2.3327,53.247,4.8324,236.71,0.0013832,0.82932,66.007,18.689,44.177
5,2026-04-14T01:12:00,49.812,30.501,26.845,32.646,40.731,2707.5,3610.2,18.991,18.404,22.577,0.30933,0.09572,342.55,77.39,6.8916,13.977,32.298,4473.5,22.59,46.099,50.996,80.181,2.2932,1.6551,3101.6,42.521,53.713,94.6,9.2641,61.834,41.031,39.994,2636.0,62.736,25.54,49.267,0.34036,8.9024,25.871,120.38,1.3903,75.019,24.332,2.3327,53.247,4.8324,233.55,0.0013832,0.82932,66.007,18.689,44.177
6,2026-04-14T01:15:00,50.925,25.088,26.638,32.896,40.92,2706.5,3672.7,16.766,18.073,22.183,0.25231,0.090205,342.45,77.184,6.8908,13.611,32.147,4515.0,23.53,48.675,51.5,80.102,2.2446,1.6566,3102.4,42.703,53.941,94.756,9.4079,60.534,42.514,41.32,2635.0,62.662,25.345,49.059,0.35495,8.9745,26.066,120.41,1.2582,74.339,24.566,2.2923,53.444,4.7904,235.65,0.019509,0.83949,66.015,18.884,44.002
7,2026-04-14T01:18:00,49.033,25.046,26.413,32.896,41.271,2705.5,3657.1,15.709,18.073,22.217,0.25274,0.090205,342.53,77.189,6.8908,13.611,32.147,4515.5,23.973,44.297,49.461,80.05,2.2446,1.6566,3101.0,42.223,53.936,94.553,9.3869,61.588,36.515,42.164,2634.4,62.931,25.018,48.966,0.34804,8.9745,26.066,120.4,1.2582,74.844,24.566,2.2923,53.444,4.7904,235.93,0.019509,0.83949,65.986,18.884,44.002
8,2026-04-14T01:21:00,48.852,26.248,27.151,33.357,41.389,2707.1,3669.8,19.38,18.467,22.628,0.26896,0.090205,342.69,77.471,6.8126,13.738,32.738,4547.4,22.418,43.877,49.661,80.135,2.2664,1.6857,3102.3,42.618,53.073,94.663,9.294,61.469,37.102,37.163,2635.6,62.712,25.183,48.758,0.30837,8.7761,26.287,120.38,1.1409,74.669,23.771,2.3219,53.444,4.7959,237.51,0.019509,0.83949,65.981,18.974,44.002
9,2026-04-14T01:24:00,49.625,26.4,26.927,33.357,41.534,2705.4,3640.5,19.051,18.467,22.492,0.26742,0.090205,342.54,76.704,6.8126,13.738,32.738,4513.5,22.587,45.666,50.345,79.865,2.2664,1.6857,3101.2,42.303,53.479,94.635,9.2178,61.819,39.116,36.576,2634.6,63.215,24.937,48.685,0.31318,8.7761,26.287,120.42,1.1409,74.857,23.771,2.3219,53.444,4.7959,237.59,0.019509,0.83949,65.926,18.974,44.002
10,2026-04-14T01:27:00,50.19,20.409,27.062,33.475,40.684,2704.8,3682.3,20.134,18.852,22.64,0.20872,0.090205,343.01,77.239,6.9017,13.875,32.828,4490.4,22.121,46.974,50.938,79.843,2.2965,1.6528,3099.8,42.276,53.508,94.564,9.2951,62.495,40.86,38.201,2634.2,63.211,25.336,48.902,0.32582,8.9925,25.804,120.41,1.3116,74.565,23.768,2.3222,53.444,4.8728,234.48,0.019509,0.83949,65.841,18.983,44.002
