sample,timestamp,tag_01,tag_02,tag_03,tag_04,tag_05,tag_06,tag_07,tag_08,tag_09,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20,tag_21,tag_22,tag_23,tag_24,tag_25,tag_26,tag_27,tag_28,tag_29,tag_30,tag_31,tag_32,tag_33,tag_34,tag_35,tag_36,tag_37,tag_38,tag_39,tag_40,tag_41,tag_42,tag_43,tag_44,tag_45,tag_46,tag_47,tag_48,tag_49,tag_50,tag_51,tag_52
1,2026-04-15T21:00:00,49.565,23.322,26.454,33.229,42.618,2701.8,3658.5,19.277,18.726,21.528,0.23795,0.078782,339.98,77.282,6.98,13.819,31.816,4505.1,22.434,45.526,51.933,80.436,2.2587,1.7021,3101.4,42.439,53.616,94.405,9.3797,61.505,43.787,39.11,2630.7,63.067,25.054,47.931,0.33023,8.8927,26.271,120.42,1.4144,75.645,23.71,2.2595,54.389,4.8999,233.45,0.0068607,0.83837,65.945,18.738,43.598
2,2026-04-15T21:03:00,50.415,23.423,27.193,33.229,39.856,2699.3,3664.5,16.338,18.726,21.914,0.23693,0.078782,340.05,77.27,6.98,13.819,31.816,4520.0,23.679,47.494,50.471,80.144,2.2587,1.7021,3098.9,42.608,53.438,94.639,9.3009,62.216,39.487,39.242,2626.7,62.964,25.22,48.106,0.32915,8.8927,26.271,120.35,1.4144,75.774,23.71,2.2595,54.389,4.8999,232.31,0.0068607,0.83837,65.903,18.738,43.598
3,2026-04-15T21:06:00,48.931,28.289,26.901,32.729,42.07,2703.2,3667.5,17.187,18.575,21.811,0.28518,0.078782,340.36,77.608,7.1928,13.87,32.022,4473.2,23.308,44.06,50.1,80.377,2.2691,1.6489,3101.6,42.244,54.116,94.514,9.4092,62.907,38.395,40.341,2631.4,62.515,24.47,48.28,0.33899,8.7618,25.928,120.42,1.2964,74.96,23.611,2.324,54.389,4.9353,231.21,0.0068607,0.83837,65.917,18.609,43.598
4,2026-04-15T21:09:00,50.317,28.132,27.116,32.729,40.113,2704.2,3654.0,17.444,18.575,21.914,0.28677,0.078782,340.79,77.253,7.1928,13.87,32.022,4505.8,23.213,47.268,51.098,80.22,2.2691,1.6489,3103.0,42.354,53.726,94.649,9.4268,58.558,41.332,39.917,2632.2,62.747,25.566,48.256,0.34246,8.7618,25.928,120.36,1.2964,75.76,23.611,2.324,54.389,4.9353,232.31,0.0068607,0.83837,65.914,18.609,43.598
5,2026-04-15T21:12:00,51.266,26.271,26.942,32.746,40.985,2705.1,3603.7,18.835,18.654,22.22,0.27144,0.078782,341.7,77.315,7.0099,13.949,32.16,4492.3,22.628,49.463,51.137,80.174,2.2734,1.6332,3101.9,42.56,54.221,94.659,9.428,61.802,41.447,40.996,2634.3,61.552,24.072,48.208,0.34502,8.7826,26.04,120.37,1.187,74.742,24.022,2.2229,54.389,4.8597,233.71,0.0068607,0.83837,65.863,18.783,43.598
6,2026-04-15T21:15:00,49.997,26.646,26.727,32.746,40.389,2706.2,3562.6,18.096,18.654,22.447,0.26763,0.10788,341.98,77.403,7.0099,13.949,32.16,4545.3,22.941,46.526,49.909,80.024,2.2734,1.6332,3102.9,42.634,53.587,94.86,9.3579,62.059,37.831,40.8,2635.2,62.26,25.269,48.225,0.34663,8.7826,26.04,120.38,1.187,73.482,24.022,2.2229,53.976,4.8597,233.49,0.027916,0.82997,65.829,18.783,43.609
7,2026-04-15T21:18:00,50.355,25.286,27.141,32.839,39.96,2709.2,3618.7,17.68,18.565,22.701,0.25671,0.10788,341.88,77.221,6.815,13.738,32.26,4455.1,23.122,47.355,48.39,80.083,2.2953,1.6715,3105.4,42.446,54.255,94.657,9.3567,62.006,33.361,42.098,2638.5,62.693,26.789,48.02,0.35438,9.0622,26.552,120.38,1.3327,73.792,23.782,2.3606,53.976,4.799,236.3,0.027916,0.82997,65.828,18.595,43.609
8,2026-04-15T21:21:00,51.831,25.349,26.647,32.839,41.73,2711.1,3645.0,20.835,18.565,22.347,0.25608,0.10788,342.16,77.345,6.815,13.738,32.26,4493.7,21.789,50.772,48.484,80.122,2.2953,1.6715,3108.1,42.63,53.792,94.717,9.5589,61.659,33.64,41.83,2639.8,62.241,26.148,48.13,0.35658,9.0622,26.552,120.41,1.3327,74.04,23.782,2.3606,53.976,4.799,235.57,0.027916,0.82997,65.802,18.595,43.609
9,2026-04-15T21:24:00,49.855,24.76,27.294,32.61,41.256,2714.0,3671.4,17.167,18.646,22.872,0.24238,0.10788,342.83,77.579,6.6375,13.718,32.882,4527.7,23.326,46.198,48.46,80.096,2.2154,1.6224,3109.5,42.345,53.861,94.574,9.422,61.58,33.567,39.217,2642.5,63.467,24.051,48.369,0.33201,8.8154,26.803,120.43,1.1633,75.076,23.84,2.2424,53.976,4.8094,233.4,0.027916,0.82997,65.79,19.135,43.609
10,2026-04-15T21:27:00,48.353,24.31,27.062,32.61,41.724,2713.5,3673.9,18.84,18.646,22.366,0.24695,0.10788,342.69,77.459,6.6375,13.718,32.882,4534.8,22.621,42.722,51.38,80.107,2.2154,1.6224,3111.2,42.309,53.776,94.416,9.3982,61.416,42.16,39.354,2642.2,63.424,24.654,48.329,0.33089,8.8154,26.803,120.43,1.1633,74.897,23.84,2.2424,53.976,4.8094,234.34,0.027916,0.82997,65.796,19.135,43.609
11,2026-04-15T21:30:00,49.026,18.002,27.064,33.4,41.528,2713.4,3736.9,18.847,18.69,22.697,0.18281,0.081224,342.35,77.723,6.7521,13.832,31.98,4459.5,22.606,44.28,48.676,80.132,2.2997,1.662,3109.7,42.604,53.336,94.301,9.3759,60.903,34.204,38.953,2643.1,64.043,26.049,48.103,0.32847,8.8322,26.575,120.42,1.0746,75.066,23.783,2.2516,53.273,4.8465,234.91,0.026889,0.81813,65.809,18.93,42.574
12,2026-04-15T21:33:00,49.441,17.836,26.666,33.4,42.095,2712.8,3727.6,17.552,18.69,22.42,0.1845,0.081224,342.72,77.354,6.7521,13.832,31.98,4495.3,23.153,45.24,50.18,80.289,2.2997,1.662,3108.5,42.36,52.908,94.232,9.3873,64.43,38.63,39.015,2642.0,64.204,25.331,48.252,0.32796,8.8322,26.575,120.41,1.0746,74.083,23.783,2.2516,53.273,4.8465,232.64,0.026889,0.81813,65.846,18.93,42.574
13,2026-04-15T21:36:00,48.605,26.104,26.727,33.473,41.889,2709.0,3694.2,18.285,18.466,21.971,0.26971,0.081224,342.11,77.072,6.9531,13.704,32.567,4482.0,22.857,43.306,49.717,80.048,2.2328,1.6369,3106.9,42.68,53.527,94.366,9.2534,61.788,37.268,40.004,2637.9,63.949,23.189,48.102,0.34431,8.8517,26.207,120.43,1.4494,74.438,24.204,2.3073,53.273,4.7463,233.72,0.026889,0.81813,65.862,18.349,42.574
14,2026-04-15T21:39:00,47.825,26.429,26.851,33.473,41.384,2707.2,3722.7,18.879,18.466,22.353,0.2664,0.081224,342.74,77.03,6.9531,13.704,32.567,4502.8,22.617,41.5,50.804,79.82,2.2328,1.6369,3103.9,42.076,53.279,94.376,9.4977,62.456,40.466,40.286,2636.1,63.459,25.712,47.837,0.342,8.8517,26.207,120.41,1.4494,75.082,24.204,2.3073,53.273,4.7463,236.14,0.026889,0.81813,65.786,18.349,42.574
15,2026-04-15T21:42:00,49.4,20.45,26.851,33.508,41.281,2705.4,3654.8,18.867,17.993,22.422,0.21185,0.081224,342.95,76.903,7.1187,13.591,32.214,4524.0,22.636,45.146,50.97,79.704,2.2786,1.6321,3101.9,42.321,54.473,94.62,9.4095,59.125,40.955,38.51,2634.0,62.892,25.085,47.985,0.32782,8.8831,26.626,120.4,1.3872,75.313,24.145,2.2547,53.273,4.8462,233.98,0.026889,0.81813,65.706,18.495,42.574
16,2026-04-15T21:45:00,50.007,20.711,26.504,33.508,40.76,2708.6,3654.0,16.96,17.993,22.538,0.20919,0.092176,342.57,77.548,7.1187,13.591,32.214,4533.6,23.425,46.55,50.454,79.846,2.2786,1.6321,3103.1,42.437,54.357,94.575,9.4004,63.9,39.435,38.019,2637.7,62.907,25.539,47.469,0.33185,8.8831,26.626,120.37,1.3872,75.28,24.145,2.2547,53.311,4.8462,235.66,0.021572,0.82096,65.64,18.495,43.934
