sample,timestamp,tag_01,tag_02,tag_03,tag_04,tag_05,tag_06,tag_07,tag_08,tag_09,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20,tag_21,tag_22,tag_23,tag_24,tag_25,tag_26,tag_27,tag_28,tag_29,tag_30,tag_31,tag_32,tag_33,tag_34,tag_35,tag_36,tag_37,tag_38,tag_39,tag_40,tag_41,tag_42,tag_43,tag_44,tag_45,tag_46,tag_47,tag_48,tag_49,tag_50,tag_51,tag_52
1,2026-04-12T00:00:00,48.758,25.252,27.018,33.115,41.552,2697.6,3728.4,18.821,18.792,22.161,0.25697,0.10838,342.05,77.483,7.021,13.793,32.673,4512.5,22.632,43.66,50.586,80.165,2.2868,1.6568,3094.4,42.343,53.146,94.349,9.3414,59.535,39.825,41.359,2625.5,63.543,25.091,47.811,0.34401,8.7997,26.328,120.42,1.3026,74.942,23.319,2.2788,53.678,4.9276,231.46,0.016648,0.85025,65.746,19.13,43.808
2,2026-04-12T00:03:00,50.298,20.758,27.024,33.258,40.421,2700.5,3656.2,18.048,18.657,22.745,0.21039,0.10838,342.97,77.793,6.8415,13.912,31.98,4449.7,22.938,47.224,50.284,80.486,2.2674,1.6253,3094.4,42.203,53.447,94.54,9.3554,62.575,38.935,40.21,2629.7,62.136,22.876,47.763,0.33533,8.7168,26.046,120.39,1.3322,73.916,23.587,2.267,53.678,4.8894,232.09,0.016648,0.85025,65.811,18.455,43.808
3,2026-04-12T00:06:00,49.17,20.606,26.954,33.258,41.552,2701.8,3654.5,18.572,18.657,22.534,0.21194,0.10838,342.53,77.884,6.8415,13.912,31.98,4424.9,22.7,44.614,49.245,80.692,2.2674,1.6253,3096.9,41.94,53.743,94.443,9.4307,60.825,35.879,39.78,2631.0,62.165,25.737,47.869,0.33886,8.7168,26.046,120.41,1.3322,75.461,23.587,2.267,53.678,4.8894,230.95,0.016648,0.85025,65.909,18.455,43.808
4,2026-04-12T00:09:00,49.789,27.097,26.532,33.476,40.601,2702.4,3691.5,20.752,18.538,22.094,0.27708,0.10838,342.67,77.039,6.8852,13.935,32.552,4527.6,21.808,46.045,50.132,80.382,2.2909,1.6501,3098.9,42.214,54.167,94.717,9.4435,59.689,38.487,41.836,2630.6,63.057,23.691,47.917,0.34854,8.9345,26.115,120.39,1.3588,74.563,23.858,2.3011,53.678,4.8445,230.43,0.016648,0.85025,65.976,19.19,43.808
5,2026-04-12T00:12:00,50.18,27.09,26.916,33.476,41.203,2702.2,3663.4,17.788,18.538,22.323,0.27714,0.10838,342.71,77.559,6.8852,13.935,32.552,4508.5,23.045,46.95,50.926,80.232,2.2909,1.6501,3098.6,42.604,54.395,94.39,9.4575,62.159,40.825,41.714,2631.1,63.539,25.637,47.869,0.34955,8.9345,26.115,120.42,1.3588,74.647,23.858,2.3011,53.678,4.8445,231.06,0.016648,0.85025,65.895,19.19,43.808
6,2026-04-12T00:15:00,50.192,21.706,26.893,33.199,41.261,2702.5,3650.2,16.179,18.771,22.367,0.21959,0.11918,343.19,77.651,6.9943,13.902,32.451,4437.2,23.715,46.979,50.872,80.272,2.3107,1.6541,3096.1,42.424,53.436,94.578,9.4393,62.023,40.665,41.774,2631.8,63.4,24.679,47.946,0.35535,8.8364,26.443,120.38,1.1073,75.083,24.09,2.2956,54.454,4.8793,234.5,0.016959,0.82101,65.902,18.28,43.44
7,2026-04-12T00:18:00,49.199,21.667,26.681,33.199,40.672,2701.5,3672.6,21.045,18.771,22.602,0.21999,0.11918,343.3,77.307,6.9943,13.902,32.451,4464.3,21.674,44.68,50.93,80.297,2.3107,1.6541,3097.6,42.326,53.112,94.516,9.3212,64.463,40.838,41.809,2631.7,63.016,23.919,48.149,0.35505,8.8364,26.443,120.39,1.1073,74.752,24.09,2.2956,54.454,4.8793,234.13,0.016959,0.82101,65.894,18.28,43.44
8,2026-04-12T00:21:00,50.141,22.052,26.734,32.98,41.603,2700.6,3652.0,16.832,18.698,22.219,0.22916,0.11918,342.96,77.336,6.7142,13.644,32.293,4529.6,23.457,46.86,49.217,79.968,2.2011,1.6525,3096.3,42.26,54.57,94.768,9.2999,61.272,35.794,41.343,2629.1,62.358,26.567,48.335,0.35264,8.8557,25.873,120.39,1.2491,74.999,23.46,2.3283,54.454,4.9405,233.99,0.016959,0.82101,65.866,18.611,43.44
9,2026-04-12T00:24:00,50.656,22.589,27.252,32.98,42.02,2702.1,3631.2,18.927,18.698,22.696,0.2237,0.11918,343.24,77.339,6.7142,13.644,32.293,4534.9,22.579,48.053,48.329,80.004,2.2011,1.6525,3098.0,42.588,54.506,94.606,9.4606,62.538,33.181,41.561,2630.2,62.717,23.865,48.36,0.35084,8.8557,25.873,120.42,1.2491,74.943,23.46,2.3283,54.454,4.9405,235.69,0.016959,0.82101,65.837,18.611,43.44
10,2026-04-12T00:27:00,50.034,23.476,26.777,33.188,40.692,2705.6,3737.3,18.676,18.741,22.433,0.24134,0.11918,343.16,77.69,6.8482,13.738,31.955,4524.0,22.674,46.612,51.086,80.126,2.2512,1.6672,3102.0,42.622,53.881,94.598,9.3459,65.179,41.296,38.583,2635.3,63.374,25.857,48.638,0.31813,8.9606,26.741,120.4,1.226,74.969,23.308,2.2839,54.454,4.8642,234.51,0.016959,0.82101,65.84,18.265,43.44
11,2026-04-12T00:30:00,50.818,23.717,26.817,33.188,42.468,2710.0,3686.7,18.344,18.741,22.894,0.23889,0.10234,343.89,77.585,6.8482,13.738,31.955,4520.9,22.804,48.427,48.913,80.462,2.2512,1.6672,3105.0,42.406,53.919,94.158,9.4963,60.294,34.903,38.126,2640.3,64.244,24.491,47.957,0.32188,8.9606,26.741,120.44,1.226,74.468,23.308,2.2839,53.343,4.8642,235.66,0.017123,0.81736,65.879,18.265,43.008
12,2026-04-12T00:33:00,50.776,26.774,26.851,33.135,41.21,2709.4,3681.9,17.96,18.657,22.439,0.27459,0.10234,343.36,77.176,6.844,13.568,32.242,4537.4,22.975,48.331,49.422,80.277,2.2863,1.6813,3105.9,42.463,54.626,94.438,9.4878,61.904,36.4,38.913,2638.3,63.248,24.367,48.255,0.33445,8.8818,25.999,120.39,1.411,73.763,23.627,2.3422,53.343,4.8648,230.55,0.017123,0.81736,65.943,18.911,43.008
13,2026-04-12T00:36:00,52.123,26.82,27.031,33.135,42.384,2708.0,3673.1,20.244,18.657,22.416,0.27412,0.10234,343.13,77.402,6.844,13.568,32.242,4579.2,22.01,51.448,51.57,80.074,2.2863,1.6813,3105.8,42.216,54.126,94.323,9.4303,60.894,42.72,39.221,2637.1,63.398,24.716,47.949,0.33193,8.8818,25.999,120.42,1.411,74.733,23.627,2.3422,53.343,4.8648,232.25,0.017123,0.81736,65.882,18.911,43.008
14,2026-04-12T00:39:00,48.759,24.245,26.559,33.224,41.222,2709.7,3690.6,17.446,18.852,22.779,0.24665,0.10234,344.46,77.369,6.7846,13.622,32.534,4482.4,23.189,43.662,48.339,80.072,2.2718,1.6799,3104.5,42.359,53.731,94.382,9.4274,61.077,33.213,36.913,2638.6,63.167,24.842,47.72,0.31157,8.8778,26.174,120.4,1.3611,74.819,24.011,2.3377,53.343,4.8998,233.12,0.017123,0.81736,65.853,18.934,43.008
15,2026-04-12T00:42:00,51.375,24.284,27.025,33.224,41.729,2709.9,3696.0,18.439,18.852,22.706,0.24626,0.10234,344.24,77.322,6.7846,13.622,32.534,4480.5,22.775,49.715,49.722,79.995,2.2718,1.6799,3103.6,42.172,53.754,94.435,9.3693,63.811,37.281,37.011,2638.9,63.075,26.044,47.768,0.31077,8.8778,26.174,120.4,1.3611,75.086,24.011,2.3377,53.343,4.8998,230.91,0.017123,0.81736,65.796,18.934,43.008
16,2026-04-12T00:45:00,50.474,21.436,26.891,33.527,41.707,2710.1,3697.7,16.793,18.231,22.912,0.21446,0.10512,344.09,77.369,6.927,13.618,32.201,4494.9,23.46,47.63,48.391,80.192,2.2753,1.6385,3105.4,41.832,53.501,94.473,9.2985,62.561,33.365,37.526,2639.8,63.631,24.39,47.39,0.31555,8.8797,26.208,120.4,1.0741,75.576,23.871,2.332,53.393,4.8927,232.09,0.006864,0.82128,65.782,18.669,43.531
17,2026-04-12T00:48:00,50.735,21.248,27.481,33.527,41.597,2708.3,3736.4,18.038,18.231,23.09,0.21638,0.10512,344.1,77.196,6.927,13.618,32.201,4468.4,22.945,48.236,50.357,80.0,2.2753,1.6385,3103.1,42.589,53.818,94.387,9.4151,60.066,39.149,37.114,2637.7,62.964,26.052,47.352,0.31892,8.8797,26.208,120.4,1.0741,74.437,23.871,2.332,53.393,4.8927,230.23,0.006864,0.82128,65.777,18.669,43.531
18,2026-04-12T00:51:00,49.36,24.065,26.89,33.666,41.414,2705.7,3661.4,19.053,18.347,22.819,0.24856,0.10512,344.01,76.882,6.9273,13.735,32.555,4486.5,22.537,45.052,48.17,79.715,2.2832,1.6421,3100.8,42.737,54.247,94.539,9.3947,60.623,32.715,37.435,2634.9,63.03,27.221,47.092,0.31299,8.7542,26.02,120.36,1.1972,74.953,24.175,2.2546,53.393,4.7753,230.91,0.006864,0.82128,65.708,18.75,43.531
19,2026-04-12T00:54:00,49.92,24.327,27.046,33.666,40.901,2708.4,3672.6,15.915,18.347,23.099,0.24589,0.10512,344.24,77.452,6.9273,13.735,32.555,4484.5,23.85,46.349,49.267,79.782,2.2832,1.6421,3101.5,42.387,54.271,94.589,9.3787,61.9,35.942,37.254,2637.8,62.837,26.179,46.957,0.31446,8.7542,26.02,120.38,1.1972,74.659,24.175,2.2546,53.393,4.7753,230.28,0.006864,0.82128,65.603,18.75,43.531
20,2026-04-12T00:57:00,52.468,20.896,27.282,33.353,41.585,2711.5,3666.4,16.374,18.389,23.518,0.20823,0.10512,344.29,77.988,6.8455,13.999,32.43,4477.7,23.632,52.245,48.918,80.165,2.2834,1.626,3103.6,42.485,54.167,94.491,9.3198,64.548,34.916,39.127,2641.1,62.901,24.111,46.998,0.32302,8.8246,25.993,120.4,1.2256,75.344,23.963,2.342,53.393,4.7966,227.59,0.006864,0.82128,65.61,18.712,43.531
21,2026-04-12T01:00:00,49.1,20.647,26.766,33.353,41.159,2712.3,3628.4,19.165,18.389,22.951,0.21076,0.10656,344.02,77.642,6.8455,13.999,32.43,4526.7,22.452,44.451,50.018,80.368,2.2834,1.626,3106.2,42.254,53.579,94.449,9.3607,60.966,38.154,38.739,2642.0,63.553,24.239,46.984,0.3262,8.8246,25.993,120.4,1.2256,75.592,23.963,2.342,54.616,4.7966,226.27,0.014713,0.81785,65.709,18.712,44.038
