sample,timestamp,tag_01,tag_02,tag_03,tag_04,tag_05,tag_06,tag_07,tag_08,tag_09,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20,tag_21,tag_22,tag_23,tag_24,tag_25,tag_26,tag_27,tag_28,tag_29,tag_30,tag_31,tag_32,tag_33,tag_34,tag_35,tag_36,tag_37,tag_38,tag_39,tag_40,tag_41,tag_42,tag_43,tag_44,tag_45,tag_46,tag_47,tag_48,tag_49,tag_50,tag_51,tag_52
1,2026-04-26T10:00:00,48.645,24.453,26.581,33.019,41.425,2699.4,3663.7,18.506,18.56,21.81,0.24769,0.10176,341.17,76.823,6.8676,13.752,32.199,4483.2,22.799,43.399,48.884,80.05,2.2696,1.6665,3097.0,42.184,54.246,94.58,9.3011,62.518,34.815,40.002,2627.7,62.976,25.518,46.118,0.34024,8.8394,26.734,120.39,1.44,73.338,23.706,2.3723,54.484,4.8256,227.26,0.014043,0.83471,65.648,19.167,43.014
2,2026-04-26T10:03:00,51.471,25.386,27.044,32.898,41.308,2699.2,3669.9,16.976,18.457,22.526,0.25659,0.10176,341.76,76.916,6.906,13.757,32.404,4487.3,23.451,49.939,50.575,79.938,2.2344,1.6332,3095.4,42.116,53.261,94.721,9.3514,62.473,39.793,39.35,2627.8,63.233,26.828,46.147,0.32959,9.0346,26.025,120.39,1.4061,74.768,23.787,2.2322,54.484,4.9436,225.17,0.014043,0.83471,65.581,19.084,43.014
3,2026-04-26T10:06:00,50.31,25.267,26.598,32.898,41.719,2701.0,3690.9,15.59,18.457,22.191,0.2578,0.085742,341.87,77.599,6.906,13.757,32.404,4445.5,24.014,47.25,50.022,80.093,2.2344,1.6332,3096.4,42.428,53.761,94.55,9.4613,60.857,38.165,39.199,2629.6,62.871,24.786,46.384,0.33082,9.0346,26.025,120.4,1.4061,74.95,23.787,2.2322,53.759,4.9436,224.22,0.029072,0.82145,65.548,19.084,43.933
4,2026-04-26T10:09:00,50.11,23.211,26.77,33.014,41.231,2703.3,3652.3,17.037,18.814,22.207,0.2367,0.085742,341.12,77.843,6.9508,13.893,32.461,4534.8,23.384,46.788,50.125,80.499,2.2203,1.6308,3099.0,42.02,52.838,94.535,9.3597,59.928,38.468,39.435,2632.8,63.194,23.359,46.483,0.32919,8.9876,26.503,120.41,1.3134,75.71,23.716,2.3225,53.759,4.8506,222.79,0.029072,0.82145,65.605,18.511,43.933
5,2026-04-26T10:12:00,48.844,23.317,26.557,33.014,41.066,2702.3,3663.4,19.174,18.814,22.184,0.23563,0.085742,340.95,77.292,6.9508,13.893,32.461,4473.4,22.492,43.859,48.597,80.441,2.2203,1.6308,3097.9,42.17,53.573,94.607,9.226,61.579,33.971,39.558,2630.6,63.003,24.648,46.178,0.32819,8.9876,26.503,120.42,1.3134,74.418,23.716,2.3225,53.759,4.8506,225.84,0.029072,0.82145,65.705,18.511,43.933
6,2026-04-26T10:15:00,51.269,22.202,26.831,33.319,40.922,2696.9,3639.5,17.735,18.849,21.669,0.23086,0.085742,341.32,76.884,6.9,13.705,31.805,4539.5,23.125,49.47,51.239,79.923,2.2091,1.6833,3094.8,42.496,54.184,94.727,9.2618,62.116,41.746,41.075,2624.3,62.978,25.192,46.324,0.34574,8.7772,26.25,120.38,1.1201,74.008,23.978,2.2802,53.759,4.8249,223.88,0.029072,0.82145,65.671,18.423,43.933
7,2026-04-26T10:18:00,50.349,22.53,26.943,33.319,40.452,2697.5,3637.8,17.013,18.849,21.77,0.22752,0.085742,340.82,77.419,6.9,13.705,31.805,4556.9,23.42,47.342,49.521,79.991,2.2091,1.6833,3095.9,42.662,53.976,94.742,9.2822,62.326,36.691,41.209,2625.9,63.006,25.283,46.024,0.34464,8.7772,26.25,120.38,1.1201,75.406,23.978,2.2802,53.759,4.8249,227.03,0.029072,0.82145,65.557,18.423,43.933
8,2026-04-26T10:21:00,50.191,28.511,26.531,33.169,41.502,2703.5,3659.2,18.451,18.582,22.098,0.29471,0.095363,340.9,77.509,6.8066,13.693,32.168,4523.3,22.798,46.977,49.891,80.395,2.254,1.6963,3101.1,42.285,54.645,94.582,9.5168,60.561,37.779,38.505,2632.4,63.043,25.219,45.833,0.32513,8.9773,25.936,120.42,1.2324,75.57,23.731,2.3981,53.182,4.9086,224.91,0.00077117,0.84579,65.582,18.597,45.377
9,2026-04-26T10:24:00,51.659,28.777,27.036,33.169,40.576,2704.3,3650.6,17.488,18.582,22.114,0.29201,0.095363,341.33,77.309,6.8066,13.693,32.168,4556.3,23.208,50.373,50.305,80.341,2.254,1.6963,3101.8,42.283,54.251,94.666,9.2407,61.883,38.996,38.497,2632.6,63.191,22.718,45.704,0.32519,8.9773,25.936,120.39,1.2324,75.28,23.731,2.3981,53.182,4.9086,224.3,0.00077117,0.84579,65.64,18.597,45.377
10,2026-04-26T10:27:00,48.402,25.681,27.437,32.768,41.849,2703.9,3691.2,16.679,18.545,22.344,0.25761,0.095363,341.3,77.174,6.8331,13.776,32.349,4547.2,23.552,42.837,50.472,80.252,2.2694,1.6611,3102.2,42.647,53.977,94.399,9.3285,58.833,39.489,37.969,2632.8,63.339,26.627,45.521,0.32553,8.8946,25.941,120.43,1.3576,75.155,23.883,2.2731,53.182,4.7916,224.33,0.00077117,0.84579,65.599,18.658,45.377
11,2026-04-26T10:30:00,51.366,25.544,27.134,32.768,40.616,2703.7,3694.6,20.773,18.545,22.394,0.259,0.095363,341.22,77.134,6.8331,13.776,32.349,4564.7,21.83,49.695,50.609,80.203,2.2694,1.6611,3100.8,42.364,53.768,94.492,9.4388,61.644,39.893,38.7,2632.9,63.281,25.104,45.439,0.31954,8.8946,25.941,120.35,1.3576,74.921,23.883,2.2731,53.182,4.7916,223.24,0.00077117,0.84579,65.572,18.658,45.377
12,2026-04-26T10:33:00,50.388,23.897,27.021,33.866,41.173,2702.3,3665.7,17.289,18.189,22.252,0.2392,0.095363,341.73,77.297,6.863,13.907,32.119,4566.6,23.295,47.431,51.192,80.131,2.3129,1.6908,3099.2,42.242,53.62,94.574,9.4284,61.594,41.608,39.333,2631.1,63.603,24.609,45.451,0.33132,8.8758,26.161,120.41,1.2185,74.979,24.085,2.2163,53.182,4.9437,221.16,0.00077117,0.84579,65.518,18.887,45.377
13,2026-04-26T10:36:00,47.657,23.672,26.485,33.866,40.836,2701.5,3660.6,17.686,18.189,21.649,0.24148,0.12069,341.17,77.448,6.863,13.907,32.119,4578.0,23.118,41.112,49.105,80.233,2.3129,1.6908,3099.9,42.127,53.483,94.511,9.2825,61.461,35.467,39.452,2629.9,63.691,26.409,45.86,0.33035,8.8758,26.161,120.38,1.2185,75.75,24.085,2.2163,54.57,4.9437,221.53,0.017395,0.83773,65.511,18.887,43.669
14,2026-04-26T10:39:00,49.238,25.671,26.459,33.167,42.951,2701.4,3696.4,15.8,18.553,21.786,0.26471,0.12069,340.87,77.244,7.0375,13.867,32.18,4506.2,23.917,44.771,51.73,80.224,2.3195,1.6335,3098.8,42.543,53.782,94.592,9.382,60.573,43.191,41.274,2629.3,62.844,26.294,45.925,0.34438,9.127,26.334,120.44,1.4325,74.532,23.507,2.2562,54.57,4.8267,221.83,0.017395,0.83773,65.532,19.181,43.669
15,2026-04-26T10:42:00,50.22,25.912,26.688,33.167,39.836,2700.4,3677.6,18.643,18.553,21.951,0.26226,0.12069,340.94,77.215,7.0375,13.867,32.18,4495.9,22.722,47.043,51.498,80.185,2.3195,1.6335,3097.6,42.476,53.905,94.499,9.4026,62.285,42.508,40.994,2628.1,63.168,26.085,45.774,0.34667,9.127,26.334,120.38,1.4325,74.819,23.507,2.2562,54.57,4.8267,224.58,0.017395,0.83773,65.548,19.181,43.669
16,2026-04-26T10:45:00,47.865,25.214,26.818,33.054,41.361,2697.1,3633.6,18.709,18.921,21.745,0.25839,0.12069,340.91,77.145,6.7376,13.898,31.853,4477.8,22.709,41.593,49.253,79.926,2.283,1.6224,3094.7,42.22,53.357,94.75,9.4008,60.897,35.901,40.549,2625.4,62.331,24.442,45.979,0.34243,8.8606,26.452,120.39,1.2282,75.143,23.959,2.3383,54.57,4.8182,223.34,0.017395,0.83773,65.491,18.898,43.669
17,2026-04-26T10:48:00,48.905,25.193,26.837,33.054,39.611,2698.7,3607.6,19.63,18.921,21.944,0.2586,0.12069,341.39,77.458,6.7376,13.898,31.853,4473.5,22.313,44.0,48.521,80.075,2.283,1.6224,3095.6,42.803,53.41,94.811,9.3828,60.956,33.748,40.556,2627.9,62.779,26.564,46.035,0.34237,8.8606,26.452,120.35,1.2282,74.494,23.959,2.3383,54.57,4.8182,223.8,0.017395,0.83773,65.455,18.898,43.669
18,2026-04-26T10:51:00,51.691,28.289,27.027,33.385,42.2,2702.0,3701.4,17.068,18.646,22.293,0.29384,0.091512,341.68,77.517,6.9028,13.79,32.198,4498.6,23.389,50.447,50.237,80.249,2.3015,1.6304,3098.4,42.498,53.758,94.533,9.278,60.942,38.798,40.985,2631.2,63.788,23.983,45.791,0.34636,8.8624,26.253,120.43,1.5246,75.034,23.767,2.2414,54.095,4.8996,225.4,0.01462,0.8594,65.485,19.251,43.772
19,2026-04-26T10:54:00,49.095,28.843,27.164,33.385,40.526,2700.8,3696.7,17.486,18.646,22.113,0.2882,0.091512,342.16,76.984,6.9028,13.79,32.198,4510.9,23.228,44.44,49.915,80.149,2.3015,1.6304,3099.0,42.031,53.611,94.553,9.2985,61.327,37.85,41.101,2629.6,63.869,26.424,46.101,0.3454,8.8624,26.253,120.39,1.5246,75.92,23.767,2.2414,54.095,4.8996,221.99,0.01462,0.8594,65.534,19.251,43.772
20,2026-04-26T10:57:00,49.773,25.482,27.143,32.909,42.745,2700.0,3675.7,16.153,18.708,22.508,0.2591,0.091512,341.79,77.509,6.7682,13.716,32.58,4489.3,23.776,46.009,49.531,80.108,2.2698,1.6585,3095.5,42.463,52.953,94.55,9.3345,61.602,36.719,39.892,2628.2,62.841,26.748,45.934,0.33178,9.0416,26.12,120.44,1.3364,75.355,23.787,2.2968,54.095,4.863,223.95,0.01462,0.8594,65.52,18.799,43.772
21,2026-04-26T11:00:00,51.055,25.603,26.838,32.909,40.356,2701.6,3680.6,18.757,18.708,22.404,0.25787,0.091512,342.17,77.671,6.7682,13.716,32.58,4470.6,22.665,48.976,50.582,80.336,2.2698,1.6585,3097.4,42.373,53.176,94.635,9.4681,61.479,39.813,39.788,2630.5,62.757,25.602,45.921,0.33264,9.0416,26.12,120.37,1.3364,74.655,23.787,2.2968,54.095,4.863,224.17,0.01462,0.8594,65.544,18.799,43.772
22,2026-04-26T11:03:00,51.25,21.662,26.896,32.892,42.861,2701.0,3684.5,18.393,18.623,22.217,0.21976,0.091512,342.02,76.814,6.6961,13.774,32.266,4496.9,22.843,49.427,49.889,80.236,2.272,1.6699,3096.8,42.198,53.931,94.504,9.3668,59.926,37.773,38.474,2630.1,63.913,26.816,45.965,0.32629,8.8186,26.378,120.46,1.2261,75.011,23.663,2.3227,54.095,4.8436,223.72,0.01462,0.8594,65.574,19.022,43.772
23,2026-04-26T11:06:00,51.233,21.635,27.356,32.892,40.593,2698.6,3721.4,19.857,18.623,22.221,0.22003,0.10603,342.05,77.199,6.6961,13.774,32.266,4519.1,22.223,49.387,49.891,80.052,2.272,1.6699,3095.0,42.412,53.665,94.588,9.31,61.835,37.779,38.704,2626.7,63.279,25.578,46.458,0.32441,8.8186,26.378,120.39,1.2261,74.751,23.663,2.3227,53.099,4.8436,224.75,0.024425,0.84202,65.55,19.022,44.327
