sample,timestamp,tag_01,tag_02,tag_03,tag_04,tag_05,tag_06,tag_07,tag_08,tag_09,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20,tag_21,tag_22,tag_23,tag_24,tag_25,tag_26,tag_27,tag_28,tag_29,tag_30,tag_31,tag_32,tag_33,tag_34,tag_35,tag_36,tag_37,tag_38,tag_39,tag_40,tag_41,tag_42,tag_43,tag_44,tag_45,tag_46,tag_47,tag_48,tag_49,tag_50,tag_51,tag_52
1,2026-04-07T10:00:00,48.419,26.964,26.757,33.147,40.866,2704.0,3623.4,18.201,18.715,22.245,0.27035,0.090365,341.8,77.503,6.9358,14.012,32.307,4484.7,22.916,42.875,50.549,80.206,2.2427,1.6314,3100.7,42.36,54.069,94.599,9.2457,62.667,39.715,39.164,2632.5,62.874,25.238,47.126,0.32724,8.7906,26.257,120.39,1.1852,73.688,24.086,2.2511,53.564,4.873,230.54,-0.00017172,0.87182,65.675,19.129,44.879
2,2026-04-07T10:03:00,51.406,26.831,27.16,33.147,41.278,2704.5,3672.1,18.481,18.715,22.566,0.27171,0.099331,341.8,77.161,6.9358,14.012,32.307,4514.1,22.803,49.788,47.206,80.22,2.2427,1.6314,3100.1,42.336,53.717,94.742,9.3366,60.317,29.879,39.168,2633.9,62.036,25.24,47.869,0.32721,8.7906,26.257,120.43,1.1852,75.785,24.086,2.2511,54.251,4.873,229.77,0.01428,0.83274,65.731,19.129,44.473
3,2026-04-07T10:06:00,48.188,24.619,26.753,33.216,40.456,2702.2,3661.6,18.427,18.576,22.043,0.24941,0.099331,342.34,77.036,6.8584,14.001,32.652,4449.7,22.832,42.34,50.125,80.031,2.2612,1.6402,3097.9,42.385,53.819,94.605,9.3285,58.982,38.468,42.244,2630.7,62.64,24.748,48.114,0.35745,8.8743,26.858,120.37,1.0606,75.015,23.974,2.3171,54.251,4.8971,231.62,0.01428,0.83274,65.786,18.442,44.473
4,2026-04-07T10:09:00,51.093,24.716,27.005,33.216,41.451,2700.5,3674.4,16.35,18.576,22.387,0.24843,0.099331,342.18,77.413,6.8584,14.001,32.652,4467.3,23.702,49.064,48.966,79.934,2.2612,1.6402,3095.6,42.51,53.609,94.798,9.3035,61.299,35.058,42.311,2629.6,62.419,23.037,48.517,0.3569,8.8743,26.858,120.4,1.0606,75.335,23.974,2.3171,54.251,4.8971,231.73,0.01428,0.83274,65.776,18.442,44.473
5,2026-04-07T10:12:00,50.264,21.108,26.96,32.654,40.319,2700.9,3683.2,19.395,18.629,22.444,0.21232,0.099331,341.97,77.601,6.9747,14.099,32.242,4530.3,22.411,47.144,49.134,80.132,2.2951,1.665,3097.4,42.757,54.539,94.642,9.3495,61.976,35.552,42.39,2630.5,62.932,22.485,48.685,0.35604,9.0839,26.15,120.37,1.2348,73.546,23.627,2.3611,54.251,4.8871,234.46,0.01428,0.83274,65.81,18.395,44.473
6,2026-04-07T10:15:00,50.258,21.129,27.125,32.654,41.129,2702.8,3697.0,17.944,18.629,22.587,0.21211,0.099331,341.34,77.539,6.9747,14.099,32.242,4561.4,23.013,47.13,50.158,80.312,2.2951,1.665,3098.7,42.665,54.167,94.583,9.2537,61.633,38.566,42.378,2631.5,62.696,26.058,49.185,0.35614,9.0839,26.15,120.39,1.2348,75.573,23.627,2.3611,54.251,4.8871,233.39,0.01428,0.83274,65.88,18.395,44.473
7,2026-04-07T10:18:00,51.137,24.651,27.021,33.203,41.397,2702.5,3614.4,15.439,18.635,22.115,0.2502,0.11459,341.48,77.306,6.9477,13.977,32.085,4524.8,24.072,49.166,50.322,80.336,2.2766,1.6477,3099.6,42.363,54.78,94.677,9.3991,61.236,39.049,44.327,2630.6,63.063,24.88,48.666,0.36446,8.7967,25.962,120.39,1.1902,74.676,24.283,2.27,53.028,4.8504,232.81,0.011801,0.82399,65.964,18.959,43.504
8,2026-04-07T10:21:00,49.488,24.779,26.719,33.203,40.656,2702.8,3619.5,19.017,18.635,21.948,0.2489,0.11459,341.39,77.443,6.9477,13.977,32.085,4555.8,22.554,45.349,51.138,80.386,2.2766,1.6477,3100.3,42.503,54.41,94.629,9.2536,62.152,41.45,43.593,2631.6,62.976,24.004,48.547,0.37048,8.7967,25.962,120.38,1.1902,74.854,24.283,2.27,53.028,4.8504,233.92,0.011801,0.82399,65.984,18.959,43.504
9,2026-04-07T10:24:00,48.319,26.255,26.973,32.683,41.375,2701.1,3659.9,20.799,18.804,22.146,0.26478,0.11459,341.57,77.061,6.9035,13.909,32.636,4554.6,21.821,42.643,48.169,80.13,2.268,1.6915,3098.7,42.216,53.057,94.691,9.4758,59.643,32.712,42.252,2629.5,62.443,26.844,48.534,0.35727,8.915,26.11,120.41,1.3102,74.71,23.718,2.3257,53.028,4.8307,233.86,0.011801,0.82399,66.003,18.784,43.504
10,2026-04-07T10:27:00,51.581,26.096,27.187,32.683,40.628,2700.1,3635.7,16.307,18.804,22.558,0.2664,0.11459,341.86,77.125,6.9035,13.909,32.636,4488.1,23.719,50.192,50.107,79.987,2.268,1.6915,3097.2,42.188,53.853,94.733,9.2655,62.875,38.416,42.251,2628.8,62.859,25.309,48.477,0.35728,8.915,26.11,120.36,1.3102,74.48,23.718,2.3257,53.028,4.8307,234.32,0.011801,0.82399,65.919,18.784,43.504
11,2026-04-07T10:30:00,49.342,20.765,26.856,32.829,41.046,2700.9,3656.5,19.87,18.387,22.159,0.21031,0.11459,341.49,77.622,6.8781,14.053,32.085,4492.3,22.204,45.011,51.234,80.125,2.2428,1.6706,3098.1,42.475,54.217,94.702,9.4335,60.921,41.732,41.59,2630.1,62.848,26.592,48.313,0.34921,8.947,26.624,120.42,1.3301,74.399,23.532,2.3016,53.028,4.9177,236.01,0.011801,0.82399,65.888,18.623,43.504
12,2026-04-07T10:33:00,50.116,20.615,26.723,32.829,40.553,2702.0,3649.7,17.447,18.387,22.315,0.21184,0.11124,342.02,77.375,6.8781,14.053,32.085,4522.2,23.225,46.803,50.134,80.222,2.2428,1.6706,3098.0,42.049,53.858,94.576,9.3329,61.963,38.494,41.852,2631.3,62.964,26.069,48.219,0.34706,8.947,26.624,120.39,1.3301,75.606,23.532,2.3016,54.665,4.9177,234.22,0.0045539,0.82794,65.879,18.623,43.72
13,2026-04-07T10:36:00,50.821,25.681,26.881,33.282,41.11,2701.2,3647.9,17.296,18.762,21.832,0.26337,0.11124,341.33,77.418,6.7329,13.918,31.93,4507.3,23.288,48.435,48.335,80.184,2.209,1.6607,3099.2,42.596,54.443,94.779,9.3085,61.944,33.2,43.58,2628.9,63.212,25.469,48.193,0.36644,8.923,26.176,120.4,1.238,74.948,23.973,2.2074,54.665,4.9549,233.15,0.0045539,0.82794,65.927,19.051,43.72
