sample,timestamp,tag_01,tag_02,tag_03,tag_04,tag_05,tag_06,tag_07,tag_08,tag_09,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20,tag_21,tag_22,tag_23,tag_24,tag_25,tag_26,tag_27,tag_28,tag_29,tag_30,tag_31,tag_32,tag_33,tag_34,tag_35,tag_36,tag_37,tag_38,tag_39,tag_40,tag_41,tag_42,tag_43,tag_44,tag_45,tag_46,tag_47,tag_48,tag_49,tag_50,tag_51,tag_52
1,2026-04-06T08:00:00,50.095,24.633,26.736,33.04,41.353,2704.7,3658.8,20.067,18.784,22.264,0.25071,0.098577,341.63,77.716,7.0633,13.642,32.245,4537.5,22.123,46.753,51.584,80.074,2.2798,1.6539,3101.4,42.532,53.641,94.646,9.3044,60.662,42.763,40.14,2634.3,63.142,24.017,47.317,0.33648,8.7644,26.535,120.4,1.078,75.173,23.718,2.2706,53.724,4.8358,231.82,0.017866,0.8357,65.674,18.704,43.828
2,2026-04-06T08:03:00,49.312,24.563,27.206,33.04,40.656,2707.1,3684.3,18.701,18.784,22.53,0.25142,0.098577,341.04,77.955,7.0633,13.642,32.245,4502.7,22.68,44.941,47.835,80.338,2.2798,1.6539,3104.3,42.492,54.058,94.495,9.3542,61.211,31.729,40.077,2636.3,62.703,23.896,47.361,0.337,8.7644,26.535,120.4,1.078,75.652,23.718,2.2706,53.724,4.8358,231.31,0.017866,0.8357,65.737,18.704,43.828
3,2026-04-06T08:06:00,49.239,24.025,27.053,33.141,40.343,2707.9,3571.6,17.968,18.256,22.3,0.24513,0.098577,341.46,77.303,6.8047,13.93,32.431,4528.8,22.999,44.773,48.573,80.367,2.2195,1.682,3104.6,42.286,53.929,94.677,9.379,61.328,33.902,37.263,2636.2,62.967,25.882,47.363,0.31928,8.8386,26.062,120.37,1.189,75.914,24.162,2.2838,53.724,4.8285,231.24,0.017866,0.8357,65.808,18.32,43.828
4,2026-04-06T08:09:00,50.304,24.028,27.033,33.141,41.333,2706.3,3643.1,18.176,18.256,22.054,0.24509,0.089587,341.62,77.197,6.8047,13.93,32.431,4517.0,22.92,47.238,49.182,80.018,2.2195,1.682,3103.7,42.422,54.069,94.655,9.3847,62.294,35.692,37.619,2634.2,61.737,24.447,47.372,0.31636,8.8386,26.062,120.41,1.189,75.709,24.162,2.2838,54.018,4.8285,231.1,0.011538,0.85894,65.784,18.32,44.845
5,2026-04-06T08:12:00,48.69,22.167,26.767,32.879,40.252,2705.5,3666.8,18.888,18.829,21.887,0.22505,0.089587,341.3,76.766,6.9784,13.721,31.996,4580.4,22.643,43.503,49.98,79.865,2.2891,1.6939,3103.0,42.236,54.298,94.747,9.4153,61.052,38.042,41.451,2633.7,63.549,26.329,47.446,0.34776,9.0241,26.58,120.38,1.3837,76.036,24.215,2.2426,54.018,4.8925,230.3,0.011538,0.85894,65.71,18.422,44.845
6,2026-04-06T08:15:00,50.499,22.112,26.843,32.879,41.496,2705.3,3677.1,17.306,18.829,22.435,0.22562,0.089587,342.0,77.488,6.9784,13.721,31.996,4547.0,23.294,47.689,50.038,79.923,2.2891,1.6939,3101.5,42.313,54.698,94.574,9.3524,63.164,38.213,41.107,2633.9,63.371,25.487,47.534,0.35057,9.0241,26.58,120.42,1.3837,75.027,24.215,2.2426,54.018,4.8925,229.39,0.011538,0.85894,65.63,18.422,44.845
7,2026-04-06T08:18:00,51.397,26.078,27.082,32.898,40.517,2707.5,3623.6,16.558,18.089,22.112,0.2688,0.089587,341.3,77.464,6.8183,13.701,32.395,4552.0,23.604,49.767,49.444,80.146,2.2565,1.6793,3106.8,42.448,54.455,94.569,9.466,61.402,36.462,39.088,2636.4,62.758,24.959,47.335,0.32134,8.7054,26.593,120.41,1.2414,75.338,23.98,2.302,54.018,4.843,231.67,0.011538,0.85894,65.655,19.036,44.845
8,2026-04-06T08:21:00,50.723,26.398,26.911,32.898,40.677,2709.4,3600.6,19.555,18.089,22.204,0.26554,0.089587,341.44,77.456,6.8183,13.701,32.395,4589.4,22.336,48.207,50.469,80.264,2.2565,1.6793,3107.0,42.213,54.008,94.648,9.3159,63.363,39.479,38.511,2638.5,63.155,25.32,47.679,0.32607,8.7054,26.593,120.38,1.2414,75.147,23.98,2.302,54.018,4.843,227.77,0.011538,0.85894,65.708,19.036,44.845
9,2026-04-06T08:24:00,50.078,22.433,26.57,33.002,41.162,2708.5,3649.5,17.118,18.549,22.156,0.22858,0.10364,341.66,77.13,6.8967,13.685,31.867,4517.4,23.369,46.714,48.503,80.182,2.2784,1.6576,3105.1,42.081,53.37,94.524,9.2898,64.521,33.695,38.211,2637.8,63.702,24.76,47.916,0.32277,8.9513,26.377,120.41,1.0352,75.151,23.75,2.2363,54.081,4.7955,231.98,0.0086699,0.83677,65.763,18.573,43.604
10,2026-04-06T08:27:00,49.176,22.274,26.864,33.002,40.498,2707.6,3687.9,20.072,18.549,22.125,0.23019,0.10364,341.73,76.884,6.8967,13.685,31.867,4474.5,22.134,44.627,48.997,80.073,2.2784,1.6576,3104.8,42.295,53.884,94.598,9.2915,61.863,35.149,38.405,2636.7,63.042,24.916,48.128,0.32119,8.9513,26.377,120.4,1.0352,75.043,23.75,2.2363,54.081,4.7955,232.59,0.0086699,0.83677,65.771,18.573,43.604
